Título,ESTRUCTURA DE LA GENERACIÓN POR TECNOLOGÍAS_01-01-2023_30-05-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sistema eléctrico,Nacional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnitudes,GWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fecha,01/01/2023,02/01/2023,03/01/2023,04/01/2023,05/01/2023,06/01/2023,07/01/2023,08/01/2023,09/01/2023,10/01/2023,11/01/2023,12/01/2023,13/01/2023,14/01/2023,15/01/2023,16/01/2023,17/01/2023,18/01/2023,19/01/2023,20/01/2023,21/01/2023,22/01/2023,23/01/2023,24/01/2023,25/01/2023,26/01/2023,27/01/2023,28/01/2023,29/01/2023,30/01/2023,31/01/2023,01/02/2023,02/02/2023,03/02/2023,04/02/2023,05/02/2023,06/02/2023,07/02/2023,08/02/2023,09/02/2023,10/02/2023,11/02/2023,12/02/2023,13/02/2023,14/02/2023,15/02/2023,16/02/2023,17/02/2023,18/02/2023,19/02/2023,20/02/2023,21/02/2023,22/02/2023,23/02/2023,24/02/2023,25/02/2023,26/02/2023,27/02/2023,28/02/2023,01/03/2023,02/03/2023,03/03/2023,04/03/2023,05/03/2023,06/03/2023,07/03/2023,08/03/2023,09/03/2023,10/03/2023,11/03/2023,12/03/2023,13/03/2023,14/03/2023,15/03/2023,16/03/2023,17/03/2023,18/03/2023,19/03/2023,20/03/2023,21/03/2023,22/03/2023,23/03/2023,24/03/2023,25/03/2023,26/03/2023,27/03/2023,28/03/2023,29/03/2023,30/03/2023,31/03/2023,01/04/2023,02/04/2023,03/04/2023,04/04/2023,05/04/2023,06/04/2023,07/04/2023,08/04/2023,09/04/2023,10/04/2023,11/04/2023,12/04/2023,13/04/2023,14/04/2023,15/04/2023,16/04/2023,17/04/2023,18/04/2023,19/04/2023,20/04/2023,21/04/2023,22/04/2023,23/04/2023,24/04/2023,25/04/2023,26/04/2023,27/04/2023,28/04/2023,29/04/2023,30/04/2023,01/05/2023,02/05/2023,03/05/2023,04/05/2023,05/05/2023,06/05/2023,07/05/2023,08/05/2023,09/05/2023,10/05/2023,11/05/2023,12/05/2023,13/05/2023,14/05/2023,15/05/2023,16/05/2023,17/05/2023,18/05/2023,19/05/2023,20/05/2023,21/05/2023,22/05/2023,23/05/2023,24/05/2023,25/05/2023,26/05/2023,27/05/2023,28/05/2023,29/05/2023,30/05/2023
Eólica,"161,169402","97,541871","72,77421799999999","68,619425","45,44911","85,822356","306,75440299999997","376,52723","302,37444","211,41221299999998","202,77322","155,51737599999998","157,19293900000002","183,462108","292,372677","405,240032","393,591187","359,872857","377,543164","277,890885","274,149716","295,846968","315,892911","240,88226699999998","226,816204","319,444678","343,481449","305,845662","232,1492","156,58204199999997","212,120133","216,715715","115,212647","62,668604","186,825318","283,44919","277,445759","189,28555","171,442523","137,418642","129,162926","157,987358","147,655272","153,701577","217,92435500000002","120,476719","61,402328999999995","135,93462599999998","109,11255499999999","119,857389","142,096385","76,089322","67,144965","150,991098","74,242802","106,645421","345,133506","400,719778","319,419038","185,982497","212,236615","182,70958199999998","101,837351","63,599088","151,17276","335,77173200000004","392,36245","414,816793","393,12353499999995","349,692823","178,93260500000002","290,49694","259,739534","93,596717","234,047402","287,537445","188,762313","93,49184699999999","76,375844","61,36311","130,482132","207,050564","257,970549","166,131217","256,858401","169,080083","109,804944","212,29815200000002","262,593325","374,84364899999997","284,214268","239,53216500000002","167,52915299999998","252,309335","136,360959","125,826527","72,98763000000001","65,040144","61,787467","111,011641","134,741801","311,442352","262,54594099999997","302,987927","266,435144","183,153344","205,074175","191,22220000000002","126,35621400000001","76,04529099999999","149,872858","155,49671700000002","185,796582","115,942316","129,08379300000001","62,328013","59,637465","124,83153999999999","164,29065400000002","175,330067","126,717122","95,081825","195,66065400000002","168,65185699999998","92,10761500000001","107,579916","128,227677","114,699501","176,843916","196,09276300000002","208,902579","206,318571","212,983704","189,687758","240,456943","302,49760200000003","327,114376","291,659675","273,566105","201,47681899999998","173,233113","163,38466200000002","183,485746","147,35281099999997","200,65382699999998","210,3925","83,687496","49,557404999999996","58,580648000000004","37,432230000000004"
Solar fotovoltaica,"34,702366999999995","31,709485","53,796256","59,297031000000004","58,321567","55,050485","36,141388","17,615085","49,889447999999994","46,04268","37,251113","60,691897","55,393823","57,809400000000004","42,279794","30,998358","38,105559","57,041346","61,074536","54,172231","60,334864","74,92844199999999","73,715675","62,183949999999996","74,01819400000001","54,082673","76,634179","82,77649000000001","80,05683","80,71747","83,998601","83,329234","87,959519","91,487184","93,668334","88,890861","78,62468","42,952731","41,808885000000004","72,423048","75,299747","75,456939","69,55426","80,490252","60,294523","72,690826","88,89295299999999","76,13252800000001","66,912538","67,380346","64,743347","70,320025","81,14216099999999","70,281514","92,59712699999999","69,991658","78,853238","99,657219","106,022735","105,436345","108,352057","112,764522","107,008466","50,178812","52,132324999999994","70,051905","59,662451999999995","54,555546","95,385269","78,41458999999999","108,02592299999999","95,066752","114,144569","125,321348","111,012","86,41552499999999","82,478087","115,511326","124,643965","123,200943","122,25575","114,79538099999999","88,802301","112,767826","99,463843","126,10526700000001","132,719806","117,696319","106,937403","89,554519","96,46849800000001","112,693061","129,842882","117,231072","140,208659","134,41656899999998","128,908442","134,066953","117,33404700000001","115,569037","139,668451","105,781976","123,09228","112,159931","124,23965","120,859592","144,704062","144,641274","137,843907","140,181638","116,201223","109,43194899999999","117,795199","146,67204500000003","145,658065","146,786419","126,996138","111,48825500000001","104,10088499999999","110,028023","126,674164","129,516202","124,80286500000001","131,292072","149,752267","138,45744","138,580619","140,997725","136,501973","153,732336","140,398103","127,496149","131,453609","115,927985","139,02683199999998","150,790746","119,176988","124,981612","126,601039","110,35069100000001","99,61451799999999","79,40977000000001","77,953439","110,218447","119,70778","93,84540700000001","76,057494","86,45079799999999","106,65921","107,505751"
Solar térmica,"0,8114049999999999","0,194716","3,462572","4,732082999999999","5,249039","4,585891999999999","0,87313","0,059494","1,020745","2,376949","0,943425","3,8367220000000004","2,668354","3,4078150000000003","2,302046","0,580014","0,124171","3,684869","4,123895999999999","1,928906","2,493303","8,608993","8,029282","5,562049","6,7718","1,834559","6,864319","8,876719","8,461251","7,323485","7,715756000000001","8,341695","8,718661","9,938443999999999","10,663416999999999","11,363215","10,078483","0,8101900000000001","0,538355","9,26844","5,415011000000001","3,905363","2,3473490000000004","8,731755","3,15441","4,504724","7,30703","2,792815","1,516238","0,463934","0,685372","2,192451","5,140836","8,738428","11,124782999999999","2,826381","6,860604","14,756017","16,601014","15,965017","16,36425","17,410389","10,977044","0,490394","0,633424","2,964728","1,985084","1,915281","10,263846","7,110975000000001","13,789722","11,109445","17,852533","20,688526000000003","16,036555","7,703879","5,535801","18,148825000000002","21,025800999999998","20,087607","21,524060000000002","18,655133999999997","8,255452","19,743417","16,979489","16,661564","20,283528999999998","21,377637","17,925850999999998","10,47436","12,888024","23,268061000000003","22,8231","15,413019","24,266651000000003","23,229326","25,691873","25,672","18,418683","17,25791","23,550866000000003","16,319046","21,017142","21,67325","25,713102","28,340539","27,540991","26,190131","22,30857","21,725458999999997","14,095281000000002","13,14011","25,334757","26,434634","26,170731","26,006305","18,698645","10,274807000000001","12,672392","9,587556000000001","22,320279","19,890027999999997","12,779219","19,262235","24,851929","26,124708","27,073883000000002","23,508872","22,646704000000003","25,659415","26,093567","25,631723","25,125504","25,337701000000003","25,464292","22,579939999999997","11,173238999999999","13,388309","19,26207","9,933079","2,2922040000000004","0,9732000000000001","1,886026","12,216700000000001","17,059296999999997","8,397064","1,5701289999999999","2,548783","9,209738999999999","9,881860000000001"
Otras renovables,"5,246366","9,094916999999999","10,802289","10,66745","10,719863","11,12863","6,7202470000000005","6,215901","9,236111999999999","11,434520000000001","11,745733","11,290621999999999","11,223927","10,223453","9,702273","6,629664","5,459949","5,431532","5,5261450000000005","9,050074","9,626082","8,527804","9,418011","10,103688","11,05236","10,827322","10,104581","9,603512","9,89357","11,38058","12,355673000000001","12,272255","12,917606","13,209924","12,711494","11,602154","12,727219","12,760483","12,387268","13,146281","13,384989","13,03055","12,648935","12,760753000000001","12,818481","13,196477000000002","12,805916","12,866897000000002","13,04217","12,832543","12,368469","12,69366","12,479147000000001","12,446157999999999","13,233851000000001","13,071586","12,002566999999999","12,635282","12,710447","13,362575000000001","13,346775","13,023279","12,369584000000001","12,471963","11,511648","10,94032","10,756688","9,85305","8,969121999999999","8,161253","9,863520000000001","8,541941000000001","8,703576","9,792909","9,917936","9,463549","10,336068","10,390057","10,283145000000001","10,086413","9,935223","9,723152","9,294741","9,110022","6,814226","9,036468999999999","9,886174","9,315155","7,625108","4,793931","5,650206","4,953747999999999","6,319733","7,062718","9,425384","9,72626","9,310120999999999","9,211120000000001","9,238335","8,288535","10,063116","8,932375","8,339878","7,389390000000001","6,030565999999999","5,9544369999999995","8,004932","9,248379000000002","9,961604","9,65285","10,658263000000002","10,464675999999999","8,595201","10,674769","11,515058000000002","11,785896000000001","12,054774","12,580862","11,54495","10,448649999999999","9,7192","11,12801","11,309709999999999","11,797709999999999","12,21711","12,01002","11,04332","11,68921","11,594610000000001","11,59381","11,567309999999999","11,30382","10,27742","9,76292","10,377709999999999","10,09771","10,341809999999999","10,30581","10,48742","10,13842","9,74252","11,00051","11,13011","11,48041","11,05631","10,79782","12,02782","11,40592","11,761209999999998","11,70251"
Cogeneración,"19,342349","33,484001","45,981933","48,362332","48,399043","44,095644","30,511181","29,017619","43,76233","50,364055","47,397541","50,069654","47,517605","34,608333","30,900033","31,032026000000002","28,880876","30,407477","31,505309","42,211857","36,514525","31,404662000000002","37,667957","42,029916","44,21221","42,794219","36,406729","33,714387","35,84113","49,376322","54,397813","57,710851000000005","60,066869","61,147892999999996","57,863786999999995","52,391898999999995","59,729220999999995","60,796938000000004","61,512549","62,987259","63,911362000000004","60,716565","59,39736","61,536946","62,47584","62,440872000000006","64,940708","66,122394","63,391957999999995","61,821387","63,05714","62,522537","64,27517300000001","64,901825","64,019776","60,950928999999995","54,034873","61,014095000000005","62,435318","63,338642","65,62751700000001","64,383904","63,038446","63,443369","63,963574","61,318219","58,696101000000006","55,331314","49,35814","41,419383","48,804941","44,113690999999996","48,177036","62,738381999999994","59,046738","57,396798000000004","60,017848","58,93524","63,232567","63,352114","60,423576999999995","59,620025","52,894026","44,451536999999995","37,384194","57,577713","62,525273999999996","55,793395","45,755214","40,314861","40,217538","37,990694000000005","44,007363","46,963627","54,541973","51,744894","48,618314","48,654854","48,062110999999994","47,77172","54,286572","48,305002","49,610483","49,537061","43,561103","43,123486","53,436936","61,19243","61,584559","62,318313","62,355098","56,558586000000005","51,402483999999994","60,854548","60,950061999999996","60,91169","61,343204","60,925000999999995","55,788742","50,363741999999995","45,67418","56,13741","57,202059999999996","56,535160000000005","57,27998","55,22007","51,586169999999996","56,093900000000005","53,514199999999995","54,0559","58,0492","58,3717","50,766949999999994","46,54005","50,72162","49,25792","51,09948","51,47748","53,38068","48,99237","46,56353","59,331669999999995","62,15777","63,55257","62,04637","61,050470000000004","60,198029999999996","57,89947","61,74421","64,01957"
Residuos no renovables,"3,318656","3,3357235","4,075831","4,002199","3,9992064999999997","3,9220230000000003","3,739524","3,681895","3,7785059999999997","3,8680814999999997","3,9445585000000003","3,835642","3,7975245","3,7546875","3,517187","3,2797455","2,9600394999999997","2,913361","2,9810075","3,3671265","3,3181515","2,825263","2,471854","2,6560095","2,7396914999999997","2,491397","2,6240835000000002","2,4143654999999997","2,716659","3,2392275","3,821986","3,7091624999999997","3,9760234999999997","3,9025605","3,7319695","3,6912469999999997","4,3946075","4,6389975","4,713058","4,7657925","4,770866","3,9186370000000004","4,075884","3,997983","3,9227784999999997","3,894744","3,68784","3,8948825","4,294131500000001","4,2413605","4,132464","4,3925705","4,159822","4,0984055","3,8927294999999997","4,274046500000001","4,1150895","4,0092875","3,7825569999999997","4,2497105","4,379946","4,328844","4,414459","4,300834","4,3730415","4,3072605","3,9589465","3,8238805","3,5248665","3,4131135","3,671623","3,5866075","3,637066","4,0919870000000005","3,870603","3,897502","4,084634","3,4909535000000003","3,810886","3,7075845","3,655837","3,8169079999999997","3,79056","3,780866","3,4992835","3,8972474999999998","3,9489795","3,7036835","3,771868","3,65286","3,764837","3,6222779999999997","3,7096755","3,47231","3,2476149999999997","3,2562325","3,2495374999999997","3,146474","3,210016","3,289252","3,4870595","3,3445120000000004","2,7829895000000002","2,7117575","2,5611855","2,4869499999999998","2,6689465","2,7552440000000002","3,1801695","3,219621","3,1343314999999996","3,095471","3,0860205","3,2125355","3,1329789999999997","3,1613335","2,694862","2,3077229999999997","2,1835715","2,0703180000000003","2,06675","2,10595","2,00885","2,28675","2,3618","2,17335","1,72935","1,8205","1,80355","1,7394","1,8244","1,8432","1,8320999999999998","1,8253","1,95445","1,7985","1,8578","1,80775","2,5163","2,20925","2,23515","1,9483","1,80125","1,91245","3,397","3,60115","3,65475","3,6725","3,8233249999999996","3,8075"
Residuos renovables,"2,472641","2,3794275","2,594831","2,6352040000000003","2,6505345","2,6360810000000003","2,594704","2,444483","2,36384","2,4013995","2,5035415","2,451371","2,5226855","2,4265895","2,396179","2,1960565","2,1458515","2,288903","2,2421185","2,3550295","2,3778415","1,9957770000000001","1,544056","1,4797905","1,4754525","1,328792","1,3762155","1,5233495000000001","1,852718","2,1074895000000002","2,365885","2,4512005","2,6548225000000003","2,5778054999999997","2,4824465","2,389255","2,2495185","2,3138375","2,43515","2,4556044999999997","2,544145","2,553509","2,615053","2,6268800000000003","2,5530055000000003","2,582394","2,375356","2,4430864999999997","2,7942405","2,7496535","2,738415","2,7635605","2,788943","2,7344345","2,5608955","2,8093204999999997","2,6768995","2,5229765000000004","2,5200839999999998","2,6315155","2,640593","2,561736","2,620364","2,40829","2,5628215","2,5716415","2,4458395","2,3429724999999997","2,1855205","2,1257705000000002","2,2950399999999997","2,2227675","2,182219","2,543467","2,4566239999999997","2,419799","2,370485","1,9258305","2,081983","2,1001815","2,100545","2,205273","2,305429","2,402788","2,2378925","2,2942465000000003","2,1939185","2,2088245","2,247321","2,363114","2,5161689999999997","2,402788","2,3472755000000003","2,428985","2,462228","2,3354885","2,2957795","2,194288","2,32371","2,3404830000000003","2,3245745","2,416618","1,7912675","1,7106975","1,7072975","1,6251289999999998","1,5743685","1,548507","1,5988385","1,660623","1,6577255","1,633576","1,6756134999999999","1,6915425","1,65654","1,6315305","1,69595","1,622282","1,5837915","1,4732619999999998","1,43305","1,38195","1,35975","1,67295","1,7253","1,47255","1,2316500000000001","1,1559000000000001","1,15625","1,1088","1,163","1,163","1,172","1,1804000000000001","1,1651500000000001","1,1116","1,1645","1,21555","1,4145999999999999","1,07605","1,07985","1,1372","1,21085","1,3264500000000001","1,9929000000000001","2,28275","2,3659499999999998","2,3549","2,397725","2,3948"
Generación total,"554,887517","667,548382","704,6513860000002","668,933743","669,9337769999998","628,168918","697,679543","717,1877369999999","782,043697","774,0409890000002","761,9206100000001","749,4976109999999","755,0295030000001","701,1582819999999","709,6091860000001","824,7362259999998","802,5513769999999","822,403993","854,0168919999998","822,801835","755,7383030000002","785,703405","871,4667660000003","857,4910259999998","845,556235","885,3460050000001","902,8430020000001","825,4738820000001","770,34819","824,171456","862,8112470000001","845,887837","800,164629","781,6017560000001","763,092371","794,328499","834,9862710000002","826,562134","811,692455","818,4738639999998","800,832193","724,652645","689,357906","794,5054659999998","814,604685","792,2841069999998","765,1789099999999","745,5335949999999","636,360903","651,09669","730,3445080000001","747,6243370000003","754,1746169999999","755,5248349999999","756,431003","681,668349","807,9357830000001","930,5205319999999","891,433322","863,3630079999999","894,321046","866,9685810000001","746,730327","710,023539","814,8689120000001","821,6089000000002","851,247509","839,685163","856,199588","780,8378049999999","711,019657","768,1946499999999","814,9138230000001","762,5094329999998","787,651409","794,3697419999999","696,3969259999998","684,1867609999999","735,7013200000002","720,219262","726,7090500000002","755,1505080000002","759,8503910000001","673,841076","691,937337","765,7658850000001","755,524093","764,0510850000001","771,4950130000001","801,280144","715,604327","697,1160279999999","744,676275","768,0906110000001","729,901945","701,9078499999999","664,987285","673,4906679999999","628,3673689999998","638,6420720000001","721,1594590000001","798,7180529999999","776,6982890000002","789,4453249999999","762,806566","698,1202099999999","748,366912","752,462746","715,805847","710,7172780000001","732,1268239999999","658,5836019999999","672,866244","702,6041649999999","737,9857070000002","725,6050939999999","730,270414","718,861628","666,679903","656,3932169999999","625,670301","669,988032","707,2256319999999","684,755605","688,498676","631,640073","637,23341","672,217478","712,576561","748,3284280000001","738,9107420000001","723,1944789999998","695,4209860000001","654,4671370000001","748,8852909999998","790,117638","762,782468","756,992086","754,3324360000001","649,1349210000001","618,3899500000001","662,008428","677,235508","676,8405349999999","703,4411420000001","668,3599210000001","576,012257","540,049274","614,0911879999998","641,79677"
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,Provisional: 01/01/2023 - 30/04/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,Programa: 01/05/2023 - 30/05/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fecha exportación,31/05/2023 - 16:26:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fuente,www.ree.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
