Título,ESTRUCTURA DE LA GENERACIÓN POR TECNOLOGÍAS_01-01-2017_31-12-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sistema eléctrico,Nacional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnitudes,GWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fecha,01/01/2017,02/01/2017,03/01/2017,04/01/2017,05/01/2017,06/01/2017,07/01/2017,08/01/2017,09/01/2017,10/01/2017,11/01/2017,12/01/2017,13/01/2017,14/01/2017,15/01/2017,16/01/2017,17/01/2017,18/01/2017,19/01/2017,20/01/2017,21/01/2017,22/01/2017,23/01/2017,24/01/2017,25/01/2017,26/01/2017,27/01/2017,28/01/2017,29/01/2017,30/01/2017,31/01/2017,01/02/2017,02/02/2017,03/02/2017,04/02/2017,05/02/2017,06/02/2017,07/02/2017,08/02/2017,09/02/2017,10/02/2017,11/02/2017,12/02/2017,13/02/2017,14/02/2017,15/02/2017,16/02/2017,17/02/2017,18/02/2017,19/02/2017,20/02/2017,21/02/2017,22/02/2017,23/02/2017,24/02/2017,25/02/2017,26/02/2017,27/02/2017,28/02/2017,01/03/2017,02/03/2017,03/03/2017,04/03/2017,05/03/2017,06/03/2017,07/03/2017,08/03/2017,09/03/2017,10/03/2017,11/03/2017,12/03/2017,13/03/2017,14/03/2017,15/03/2017,16/03/2017,17/03/2017,18/03/2017,19/03/2017,20/03/2017,21/03/2017,22/03/2017,23/03/2017,24/03/2017,25/03/2017,26/03/2017,27/03/2017,28/03/2017,29/03/2017,30/03/2017,31/03/2017,01/04/2017,02/04/2017,03/04/2017,04/04/2017,05/04/2017,06/04/2017,07/04/2017,08/04/2017,09/04/2017,10/04/2017,11/04/2017,12/04/2017,13/04/2017,14/04/2017,15/04/2017,16/04/2017,17/04/2017,18/04/2017,19/04/2017,20/04/2017,21/04/2017,22/04/2017,23/04/2017,24/04/2017,25/04/2017,26/04/2017,27/04/2017,28/04/2017,29/04/2017,30/04/2017,01/05/2017,02/05/2017,03/05/2017,04/05/2017,05/05/2017,06/05/2017,07/05/2017,08/05/2017,09/05/2017,10/05/2017,11/05/2017,12/05/2017,13/05/2017,14/05/2017,15/05/2017,16/05/2017,17/05/2017,18/05/2017,19/05/2017,20/05/2017,21/05/2017,22/05/2017,23/05/2017,24/05/2017,25/05/2017,26/05/2017,27/05/2017,28/05/2017,29/05/2017,30/05/2017,31/05/2017,01/06/2017,02/06/2017,03/06/2017,04/06/2017,05/06/2017,06/06/2017,07/06/2017,08/06/2017,09/06/2017,10/06/2017,11/06/2017,12/06/2017,13/06/2017,14/06/2017,15/06/2017,16/06/2017,17/06/2017,18/06/2017,19/06/2017,20/06/2017,21/06/2017,22/06/2017,23/06/2017,24/06/2017,25/06/2017,26/06/2017,27/06/2017,28/06/2017,29/06/2017,30/06/2017,01/07/2017,02/07/2017,03/07/2017,04/07/2017,05/07/2017,06/07/2017,07/07/2017,08/07/2017,09/07/2017,10/07/2017,11/07/2017,12/07/2017,13/07/2017,14/07/2017,15/07/2017,16/07/2017,17/07/2017,18/07/2017,19/07/2017,20/07/2017,21/07/2017,22/07/2017,23/07/2017,24/07/2017,25/07/2017,26/07/2017,27/07/2017,28/07/2017,29/07/2017,30/07/2017,31/07/2017,01/08/2017,02/08/2017,03/08/2017,04/08/2017,05/08/2017,06/08/2017,07/08/2017,08/08/2017,09/08/2017,10/08/2017,11/08/2017,12/08/2017,13/08/2017,14/08/2017,15/08/2017,16/08/2017,17/08/2017,18/08/2017,19/08/2017,20/08/2017,21/08/2017,22/08/2017,23/08/2017,24/08/2017,25/08/2017,26/08/2017,27/08/2017,28/08/2017,29/08/2017,30/08/2017,31/08/2017,01/09/2017,02/09/2017,03/09/2017,04/09/2017,05/09/2017,06/09/2017,07/09/2017,08/09/2017,09/09/2017,10/09/2017,11/09/2017,12/09/2017,13/09/2017,14/09/2017,15/09/2017,16/09/2017,17/09/2017,18/09/2017,19/09/2017,20/09/2017,21/09/2017,22/09/2017,23/09/2017,24/09/2017,25/09/2017,26/09/2017,27/09/2017,28/09/2017,29/09/2017,30/09/2017,01/10/2017,02/10/2017,03/10/2017,04/10/2017,05/10/2017,06/10/2017,07/10/2017,08/10/2017,09/10/2017,10/10/2017,11/10/2017,12/10/2017,13/10/2017,14/10/2017,15/10/2017,16/10/2017,17/10/2017,18/10/2017,19/10/2017,20/10/2017,21/10/2017,22/10/2017,23/10/2017,24/10/2017,25/10/2017,26/10/2017,27/10/2017,28/10/2017,29/10/2017,30/10/2017,31/10/2017,01/11/2017,02/11/2017,03/11/2017,04/11/2017,05/11/2017,06/11/2017,07/11/2017,08/11/2017,09/11/2017,10/11/2017,11/11/2017,12/11/2017,13/11/2017,14/11/2017,15/11/2017,16/11/2017,17/11/2017,18/11/2017,19/11/2017,20/11/2017,21/11/2017,22/11/2017,23/11/2017,24/11/2017,25/11/2017,26/11/2017,27/11/2017,28/11/2017,29/11/2017,30/11/2017,01/12/2017,02/12/2017,03/12/2017,04/12/2017,05/12/2017,06/12/2017,07/12/2017,08/12/2017,09/12/2017,10/12/2017,11/12/2017,12/12/2017,13/12/2017,14/12/2017,15/12/2017,16/12/2017,17/12/2017,18/12/2017,19/12/2017,20/12/2017,21/12/2017,22/12/2017,23/12/2017,24/12/2017,25/12/2017,26/12/2017,27/12/2017,28/12/2017,29/12/2017,30/12/2017,31/12/2017
Hidráulica,"40,885829","57,481212","73,44117999999999","64,06357100000001","55,419377","54,490797","55,296845000000005","38,557528","76,921046","66,446264","74,08076700000001","65,995292","46,767283000000006","51,240008","35,955364","52,220006999999995","62,136559","79,29197","110,944723","104,766727","87,099029","63,93021","87,725406","94,12762","101,991011","92,21133400000001","68,77168499999999","34,577905","31,585541000000003","48,625716999999995","63,593367","44,738333","34,245849","48,34363","51,900307999999995","69,796755","70,562194","75,698549","79,461049","95,565229","111,584443","74,849573","51,104231","80,90055199999999","83,000987","75,350822","79,50337699999999","83,309081","70,733021","57,52874","65,518921","72,568394","79,71807700000001","88,3964","65,347822","67,69878999999999","62,041756","53,722989999999996","63,39845","86,69854600000001","99,756147","79,126497","83,993441","69,76447999999999","84,515721","89,02630599999999","103,847598","99,91444800000001","94,069005","72,29363000000001","50,404475","71,593761","81,007072","87,540741","92,10602800000001","96,826826","93,01737399999999","81,97355999999999","93,35827","91,322338","89,711509","103,052836","134,882644","89,227457","60,148028","95,174537","90,165694","87,002835","76,05188899999999","73,657356","58,426721","59,147132","96,060872","74,29059","56,394387","57,455364","75,986605","68,238231","51,807158","74,18020600000001","91,855467","92,038665","61,225051","57,006169","48,676050000000004","51,05263","63,28575","57,262398999999995","48,881235999999994","52,118693","56,783388","60,903825","50,917318","80,515783","74,475081","64,314221","69,100174","62,412980000000005","47,549358","35,620523","45,064646","64,411745","65,170051","61,000866","49,477627","51,844199999999994","47,429964999999996","64,695618","63,746292000000004","56,536624","52,818093","64,183448","59,036242","57,755022","64,42853699999999","77,466439","59,573678","61,245713","61,928354","54,459654","53,121841999999994","66,54017999999999","54,598868","64,88892","85,626432","74,082232","64,271375","60,537068","83,88388499999999","76,919682","68,68509399999999","78,785723","64,502876","54,706589","47,241887999999996","50,318443","52,278496","51,739526","51,784769","67,11901300000001","49,574903","49,998438","70,83862300000001","61,723915","75,833553","56,37762","58,713523","57,73733","49,360517","50,590622","59,142633000000004","65,759019","55,099086","51,103264","38,171341","44,636769","57,933868000000004","46,460247","41,574677","38,140908","40,62332","35,306294","39,286534","37,547411999999994","36,064209999999996","42,674642999999996","38,050492","34,447764","34,706065","33,470912","39,616621","43,092735","50,963175","52,749721","38,057617","36,213504","32,627445","37,849482","35,375817000000005","37,789513","37,313678","38,258671","36,890415000000004","33,289552","36,246994","36,274995000000004","42,124788","46,664408","40,71678300000001","38,277699","34,667338","36,443974000000004","43,149037","36,029915","44,62205599999999","44,973228999999996","31,722445","31,566436000000003","45,572814","35,669472","29,706671999999998","30,153901","34,73592","30,193133999999997","27,611082","28,399051","34,273075","37,527817999999996","38,063528","33,632771999999996","27,607172","25,855939","32,657516","34,680769","35,231978000000005","35,815478999999996","40,270526","31,063558","27,283787","38,823789","39,773677000000006","38,134102","37,926241000000005","34,458166","34,209986","30,979987","39,339548","42,942821","35,978949","41,215639","40,898281000000004","27,156433","25,791717000000002","29,473498","38,542269999999995","42,852936","40,804828","40,777634","44,609101","40,305095","42,833898","50,246997","55,862559000000005","49,22411","41,377286999999995","38,100139000000006","33,83274","36,617506","36,578319","40,62069","34,320192999999996","28,789858","29,107259","24,761048","35,022731","29,233548","26,770439","30,328034","21,689662000000002","18,840638","23,265727","28,779992","26,574437000000003","23,788164000000002","26,484269","25,968816999999998","24,030998","16,727207","23,895911","28,295523","27,418516","25,238568","28,684565","21,195418","20,681010999999998","25,407099","26,224258000000003","33,498334","30,966672","23,79101","17,506194","14,176962","18,434060000000002","25,970102","15,814630999999999","22,510369999999998","28,084708","21,14492","16,522557","17,303285","20,924478999999998","31,164951000000002","37,642661","26,88375","27,087578","18,909302","19,230593000000002","25,126684","35,880525","39,666082","34,250612000000004","25,460592000000002","26,666763","33,433915","31,639685","39,316675000000004","19,896899","27,122747","21,599959","15,715555","38,766175000000004","42,546604","40,404408000000004","31,978752","28,994714","28,935776","20,657169000000003","36,588771","42,111416","51,444192","53,151586","35,092902","17,253049999999998","26,53518","46,59579","45,590167","37,874336","39,927438","44,677707999999996","39,691506000000004","44,036935","44,506895","45,172017","52,667804","45,93682","49,381096","38,904201","37,718949","31,424504000000002","36,553329","37,282025000000004","46,701206","54,126163","49,203728000000005","42,157989"
Turbinación bombeo,"2,9545529999999998","13,381938","14,375548","2,737872","3,0343850000000003","3,693179","11,322968000000001","9,019371","17,376472000000003","7,0313","6,648224","4,8474319999999995","13,482691999999998","11,758293","14,284023","12,008293","7,326709","19,955942999999998","12,943318","3,921751","1,257742","2,809736","9,434724000000001","8,050523","10,316951999999999","8,883936","8,5814","10,944246999999999","4,725367","9,912203","24,191947","9,384853999999999","11,197712","16,261471","17,70202","12,233888","10,83907","11,288979999999999","6,9194189999999995","20,028581","17,82846","9,222583","8,467983","7,513479","13,55123","7,103462","8,48393","8,709151","3,700021","4,406334","8,426438000000001","7,705279000000001","15,14061","13,536629000000001","3,9053739999999997","2,491292","1,6866700000000001","6,319995","3,6846729999999996","13,583406","15,938533999999999","1,156831","8,929804","8,989347","5,678809","5,318386","6,47327","7,083787999999999","8,798011","6,527328000000001","6,675143","11,180434","8,644986000000001","6,602782","9,296511","12,220647000000001","4,19662","5,185458","8,197543","11,856511000000001","9,991192","10,17943","5,514511000000001","4,401405","2,721641","10,890791","11,496266","4,716124","2,761871","6,016196","5,855912","6,217886999999999","11,445065000000001","4,300657","6,917479999999999","5,9309210000000006","14,416456","3,562776","2,698499","6,305149","14,326711999999999","5,7996229999999995","1,548763","1,850198","4,663902","6,278714","9,043045","10,575503000000001","5,519335","5,37279","5,985943","3,902755","1,5753240000000002","13,049102999999999","7,397743","0,524443","5,81199","8,970512000000001","7,94825","11,638002","16,3297","11,635208","10,804683","10,807891","4,292262","4,956263","3,263779","5,493103","9,169717","1,927857","2,257174","8,487879000000001","3,314686","2,1637049999999998","7,749179","11,914568","1,8850239999999998","4,2271350000000005","4,08384","1,378646","1,976939","3,138225","3,937612","8,520873","6,368962000000001","2,591663","0,724012","1,1448900000000002","7,389921999999999","0,41307499999999997","0,106499","0,40630099999999997","0,487568","-0,017452000000000002","2,970069","1,643579","1,303595","1,2300799999999998","5,0812550000000005","12,229877","1,016012","2,836929","7,255104","0,5569149999999999","7,2153860000000005","5,777100000000001","6,777447","1,427521","1,667785","3,679478","2,131155","1,454317","0,237008","1,103035","3,008913","1,1884290000000002","0,643221","2,262639","4,486828999999999","4,878454","6,959188","1,867526","6,047972","1,989058","0,992116","6,920737","5,109057","4,322916","2,18418","2,314069","1,4199970000000002","2,044303","7,550353","10,044933","1,1724839999999999","0,253938","2,209392","0,8868550000000001","1,735231","0,744331","1,795539","2,8988090000000004","2,368315","2,756135","7,269869","4,820238000000001","6,378945","4,309442","1,408044","0,889518","2,440554","1,681838","2,237892","1,208545","1,231967","4,259078000000001","1,909612","4,808038","6,679571","1,724132","6,539135","2,470724","4,224081","4,578171","1,350934","4,143533000000001","10,665385","8,34957","4,103118","2,411944","2,29942","3,4259090000000003","5,5872399999999995","1,3434300000000001","3,206832","2,946424","2,790564","3,776485","2,223394","4,343483","2,999337","1,80222","2,565013","2,372335","6,480212000000001","4,456527","2,9696979999999997","5,025663","2,602009","3,577426","3,0432159999999997","3,540743","5,418069999999999","5,890485","5,150252","5,468669","7,679819999999999","4,445042","2,9252510000000003","2,028664","6,045369","6,72076","12,261944","1,130208","1,8640999999999999","2,959774","0,78923","0,587659","2,672206","3,987087","0,6946140000000001","2,532474","3,152047","1,3746230000000002","3,697374","1,315066","3,477919","3,380132","1,143026","0,847644","1,530808","1,9789949999999998","2,6443090000000002","2,962929","6,138273","3,973443","3,644188","0,99248","5,191236","8,718326999999999","10,968947","7,892473","4,646038","2,649617","4,958207000000001","4,9517299999999995","4,968522","3,199043","2,553214","2,898568","6,333574","4,311504","5,31271","15,165996","4,188881","13,57351","12,171062","2,3541630000000002","6,530278","4,4720200000000006","11,210647999999999","18,26743","7,467588","3,025093","2,453294","5,614658","5,385781","5,070435000000001","15,671854999999999","17,202177","3,9548850000000004","2,915039","2,426825","8,681581","6,8198419999999995","7,2347719999999995","3,28784","6,628712999999999","2,549645","3,618878","15,40664","12,776703","4,381867000000001","6,7491639999999995","3,1948060000000003","3,1083719999999997","4,6733649999999995","14,719331","7,840903","3,1436819999999996","6,003866","8,344619","8,367075000000002","16,47614","17,011463","8,843145","12,645835","9,566403000000001","6,706189999999999","4,183686","12,876838","12,520614","2,864674","5,858786","7,669306","12,911864","8,489585","15,528395","10,952568999999999","10,474559","15,03908","14,013204","13,556031","23,027905999999998","8,974174999999999"
Nuclear,"170,81901399999998","170,87215799999998","170,749052","170,693501","170,715133","170,658821","170,61763399999998","170,703687","170,713731","170,339676","170,65378099999998","166,209461","164,08804500000002","170,56981299999998","170,415819","170,83996599999998","170,835833","170,82025099999998","170,91834400000002","171,0581","170,986581","169,21984400000002","171,12170600000002","171,079226","171,074924","171,05605","171,172209","171,10198300000002","171,126646","171,165351","171,157995","171,11587100000003","171,03444399999998","170,82643900000002","160,16155300000003","164,381749","169,842195","171,03556400000002","171,085992","171,167708","171,183335","171,194522","170,97649900000002","171,035388","171,169804","171,154489","171,151872","171,096189","171,115729","171,08797099999998","170,999728","171,001303","170,969488","167,422519","170,906533","171,019959","170,996716","170,57887","170,944758","170,960547","170,724486","170,972452","171,084923","171,065487","170,933008","170,81156","170,95521100000002","170,80237599999998","170,848729","170,79249299999998","169,555494","170,602462","170,899065","169,276804","163,27832999999998","163,398414","166,659318","170,604418","170,933983","170,924223","170,97281099999998","170,983226","171,116141","171,11821","164,038859","171,052468","170,999685","170,959999","170,9405","170,868043","170,507851","170,558394","170,564513","170,525019","170,37649199999998","170,20817000000002","170,036343","156,620932","159,75162400000002","148,665757","144,292282","145,646235","150,17847899999998","159,008903","168,593076","169,276561","169,914029","169,68760699999999","169,682241","169,95243900000003","170,214583","170,186904","170,160574","170,061315","169,93189","169,80730400000002","147,47689300000002","154,172412","160,93921400000002","169,071856","169,208527","168,52366800000001","167,832252","167,307801","160,43129199999998","141,66781","144,891778","144,858937","144,555972","144,432145","144,20678400000003","137,182266","121,243846","121,598792","121,616623","118,140868","121,210673","121,19891199999999","121,12871799999999","121,07908400000001","118,775881","121,351502","121,410885","121,159272","120,917725","120,95977099999999","120,922704","120,815486","120,844033","120,7868","120,609503","105,568905","95,082966","93,83131399999999","114,986007","120,328297","129,987406","142,31229000000002","144,09711199999998","137,84955300000001","144,187267","139,132708","143,296772","144,34223699999998","144,011258","143,69704099999998","143,294951","143,473492","143,70865700000002","143,55994099999998","143,121407","138,76998999999998","141,989085","143,29531400000002","143,240858","139,30687700000001","123,601842","131,72157","136,982402","136,013067","139,54215200000002","141,77609","144,225584","143,608206","143,438505","143,26581","143,007646","142,933349","132,433115","135,796112","140,927655","141,653602","141,25366699999998","134,69757099999998","139,19620999999998","141,780599","141,586027","141,500702","141,408841","141,556106","141,617385","141,845922","141,653469","138,60654399999999","141,714329","142,02648000000002","141,931149","141,288082","140,836465","141,050773","145,301935","151,282812","156,684036","161,288049","161,945658","164,208908","163,958324","164,407764","163,994336","164,951395","165,14585399999999","165,148071","165,479619","165,314813","165,095443","164,814076","164,602774","164,177681","164,19965200000001","163,94399600000003","164,52408300000002","164,405434","163,939153","163,47731","163,32533999999998","163,69235","163,66743","163,622797","163,97671400000002","163,399101","163,78378700000002","163,974964","163,803205","163,936207","164,28475","164,337149","163,710889","163,323067","162,962477","159,43908","162,05336499999999","163,359346","164,279598","163,967307","163,685439","163,367032","163,201898","163,64770800000002","163,88612700000002","163,890669","163,520089","163,392885","163,454282","163,132196","158,838434","142,18711499999998","142,03892199999999","141,344383","139,424453","141,960274","141,89403099999998","142,036755","142,017599","142,14813","141,798347","141,836269","141,64857899999998","141,673035","141,664145","142,181882","142,28184299999998","142,25547899999998","141,99371599999998","141,627056","141,562346","141,28071","140,89316","140,719179","140,63406","140,574691","139,994029","140,422109","140,567641","140,442736","140,62174","140,55468299999998","139,312633","134,454048","134,521545","131,457177","120,203227","139,047025","133,819703","119,13453299999999","119,31403999999999","119,083325","119,37474800000001","119,364428","119,528712","119,722996","119,707761","119,632155","119,698364","120,118056","120,13061599999999","120,27173699999999","120,456969","120,574829","120,58133900000001","120,567026","120,51877099999999","120,450485","120,452072","120,49361400000001","120,38258","120,45927400000001","120,364956","120,282348","120,363365","120,26108599999999","119,523311","119,90237300000001","120,009152","119,981926","119,976793","123,755244","130,072915","139,788226","144,17966","145,143423","154,936788","162,96067000000002","168,667579","170,232481","170,183184","170,42181200000002","170,48158600000002","170,161461","170,09975","170,416318","170,460138","170,37674900000002","170,42607199999998","170,522228","170,487015","170,461655","170,52634700000002","170,60435","170,60527299999998","170,590316","170,541916","170,52765900000003","170,45297399999998","170,470287","170,577735"
Carbón,"161,734147","170,079712","184,537242","185,002059","174,470299","160,48272599999999","149,227243","139,10252799999998","148,566386","164,39545800000002","175,85786","190,12191099999998","188,60574100000002","183,19177100000002","180,47525","177,943399","177,126065","181,883057","173,248678","175,65354399999998","158,697706","159,117847","187,52092000000002","197,282253","192,30331099999998","196,93621599999997","196,127819","152,91272800000002","151,59265299999998","167,34428400000002","177,765845","182,021338","118,716995","89,856269","62,537996","40,814862","103,322327","150,23950299999998","162,364297","168,701587","168,036424","122,150393","61,202998","120,473045","138,819896","140,93177400000002","159,397945","167,53056","143,44225","113,95952199999999","140,855209","143,228547","137,27160999999998","139,46648499999998","133,44308999999998","113,41472","115,86997199999999","85,13164599999999","79,74380000000001","101,223012","107,784988","55,515716","50,076822","38,608719","40,287538","70,716149","92,185091","87,371408","70,267056","51,338313","40,677594","48,526053","47,783803","44,614212","46,117138","54,735816","55,992557","47,26044","55,329507","55,439904000000006","48,967929","64,705083","70,865934","57,924923","40,191328999999996","76,477204","103,325008","92,121296","74,224809","52,379566","36,337563","38,062006000000004","75,07222800000001","77,16938400000001","49,82414","50,558341","65,411659","69,92846300000001","56,60743","89,423684","97,871474","104,79250900000001","96,444457","66,290506","48,737182999999995","48,55321300000001","70,775325","64,25662200000001","31,773383000000003","40,439582","54,18621","69,283327","81,89496799999999","93,288827","88,91402099999999","89,651005","95,67485400000001","94,92796799999999","80,764674","37,555811999999996","45,034978","119,07047299999999","131,056501","125,28941499999999","83,881099","81,90903200000001","90,44452","109,899681","119,576009","110,807768","66,99517","73,002284","84,74337200000001","84,97704399999999","131,638711","159,42764000000003","155,203421","116,420345","122,342251","119,239258","89,16253999999999","133,264346","143,593438","155,37487299999998","169,561508","181,676324","130,945562","97,658847","155,090155","181,575837","180,201842","177,274495","169,248413","143,014263","105,887738","121,38270200000001","145,72815400000002","149,395275","149,875348","143,860944","140,770562","103,314332","142,534213","160,240883","163,832894","169,77873499999998","156,55184500000001","151,6026","145,296526","168,621902","196,536313","190,846082","193,012253","192,769072","185,45904000000002","176,496405","173,588256","149,851066","87,868167","90,593757","99,29417699999999","98,53774899999999","68,477942","126,119009","152,362608","163,765606","165,913024","160,917223","146,319287","142,52791","157,537866","161,064926","165,281712","175,126379","159,365949","132,12248000000002","111,968469","159,22241","160,707674","159,94317999999998","156,159211","139,285665","111,621444","101,74900699999999","116,031809","107,826951","124,007232","136,820353","142,348976","134,42874","124,997504","141,82547","164,042643","167,98861499999998","166,680279","166,07439799999997","107,505872","67,862763","99,326831","99,63161199999999","91,23524400000001","71,044432","79,799918","58,750589999999995","52,438561","67,91338800000001","73,992365","86,129993","98,642067","95,46059600000001","59,57529","49,102372","99,974478","127,59181299999999","133,377578","124,57833900000001","132,048965","103,88461","88,888223","123,68724499999999","137,701799","128,460319","102,874934","82,899169","61,484997","60,562587","104,264044","117,545133","101,69748200000001","102,832145","103,726822","48,816063","46,56738","68,670283","91,167374","99,88058","96,192125","79,719767","75,040823","77,122933","92,86774000000001","118,27053699999999","104,309464","123,130407","124,35381100000001","104,188549","105,98963099999999","133,24627900000002","149,73459899999997","155,544168","149,147627","148,515921","131,079436","114,692737","123,36802800000001","142,643417","147,22572200000002","143,04642800000002","131,954614","124,404519","128,668703","163,11614","175,686451","175,386378","165,050838","164,85028","135,12783199999998","100,96714","126,987849","143,93745199999998","145,857328","136,36976800000002","120,557144","100,129604","92,745858","116,75144800000001","133,148154","151,30451399999998","148,927617","142,270497","75,204391","71,730874","116,583709","138,954212","125,71605000000001","146,834174","148,990891","120,510622","59,887053","130,337587","145,737706","154,41608","153,070417","154,16111600000002","148,684183","121,258628","145,08898499999998","174,967399","189,264478","194,566097","192,50582","184,55757699999998","176,232817","175,07939499999998","186,20599600000003","173,687104","168,22661499999998","169,705323","163,75895699999998","156,408882","182,086321","188,507326","191,519516","195,196183","182,90443900000002","169,88914799999998","171,780237","191,44175700000002","187,157322","184,659212","186,10735200000002","167,538087","149,44270699999998","86,97811","130,6391","176,774811","179,56184","164,672851","164,19445800000003","162,752441","160,61992999999998","187,06087599999998","191,90175","203,589469","195,233459","175,851407","132,062017","126,355093","65,98377400000001","51,642336","43,397504999999995","45,69134","45,7742","24,985668","25,392871"
Fuel + Gas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,000001",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-0,000001",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-0,000001",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,000001",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-0,000001",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,000001",-,-,-,-,"-0,000001",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
