Título,estructura-generacion_01-01-2015_31-12-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sistema eléctrico,NACIONAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnitudes,GWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,01/ene/15,02/ene/15,03/ene/15,04/ene/15,05/ene/15,06/ene/15,07/ene/15,08/ene/15,09/ene/15,10/ene/15,11/ene/15,12/ene/15,13/ene/15,14/ene/15,15/ene/15,16/ene/15,17/ene/15,18/ene/15,19/ene/15,20/ene/15,21/ene/15,22/ene/15,23/ene/15,24/ene/15,25/ene/15,26/ene/15,27/ene/15,28/ene/15,29/ene/15,30/ene/15,31/ene/15,01/feb/15,02/feb/15,03/feb/15,04/feb/15,05/feb/15,06/feb/15,07/feb/15,08/feb/15,09/feb/15,10/feb/15,11/feb/15,12/feb/15,13/feb/15,14/feb/15,15/feb/15,16/feb/15,17/feb/15,18/feb/15,19/feb/15,20/feb/15,21/feb/15,22/feb/15,23/feb/15,24/feb/15,25/feb/15,26/feb/15,27/feb/15,28/feb/15,01/mar/15,02/mar/15,03/mar/15,04/mar/15,05/mar/15,06/mar/15,07/mar/15,08/mar/15,09/mar/15,10/mar/15,11/mar/15,12/mar/15,13/mar/15,14/mar/15,15/mar/15,16/mar/15,17/mar/15,18/mar/15,19/mar/15,20/mar/15,21/mar/15,22/mar/15,23/mar/15,24/mar/15,25/mar/15,26/mar/15,27/mar/15,28/mar/15,29/mar/15,30/mar/15,31/mar/15,01/abr/15,02/abr/15,03/abr/15,04/abr/15,05/abr/15,06/abr/15,07/abr/15,08/abr/15,09/abr/15,10/abr/15,11/abr/15,12/abr/15,13/abr/15,14/abr/15,15/abr/15,16/abr/15,17/abr/15,18/abr/15,19/abr/15,20/abr/15,21/abr/15,22/abr/15,23/abr/15,24/abr/15,25/abr/15,26/abr/15,27/abr/15,28/abr/15,29/abr/15,30/abr/15,01/may/15,02/may/15,03/may/15,04/may/15,05/may/15,06/may/15,07/may/15,08/may/15,09/may/15,10/may/15,11/may/15,12/may/15,13/may/15,14/may/15,15/may/15,16/may/15,17/may/15,18/may/15,19/may/15,20/may/15,21/may/15,22/may/15,23/may/15,24/may/15,25/may/15,26/may/15,27/may/15,28/may/15,29/may/15,30/may/15,31/may/15,01/jun/15,02/jun/15,03/jun/15,04/jun/15,05/jun/15,06/jun/15,07/jun/15,08/jun/15,09/jun/15,10/jun/15,11/jun/15,12/jun/15,13/jun/15,14/jun/15,15/jun/15,16/jun/15,17/jun/15,18/jun/15,19/jun/15,20/jun/15,21/jun/15,22/jun/15,23/jun/15,24/jun/15,25/jun/15,26/jun/15,27/jun/15,28/jun/15,29/jun/15,30/jun/15,01/jul/15,02/jul/15,03/jul/15,04/jul/15,05/jul/15,06/jul/15,07/jul/15,08/jul/15,09/jul/15,10/jul/15,11/jul/15,12/jul/15,13/jul/15,14/jul/15,15/jul/15,16/jul/15,17/jul/15,18/jul/15,19/jul/15,20/jul/15,21/jul/15,22/jul/15,23/jul/15,24/jul/15,25/jul/15,26/jul/15,27/jul/15,28/jul/15,29/jul/15,30/jul/15,31/jul/15,01/ago/15,02/ago/15,03/ago/15,04/ago/15,05/ago/15,06/ago/15,07/ago/15,08/ago/15,09/ago/15,10/ago/15,11/ago/15,12/ago/15,13/ago/15,14/ago/15,15/ago/15,16/ago/15,17/ago/15,18/ago/15,19/ago/15,20/ago/15,21/ago/15,22/ago/15,23/ago/15,24/ago/15,25/ago/15,26/ago/15,27/ago/15,28/ago/15,29/ago/15,30/ago/15,31/ago/15,01/sep/15,02/sep/15,03/sep/15,04/sep/15,05/sep/15,06/sep/15,07/sep/15,08/sep/15,09/sep/15,10/sep/15,11/sep/15,12/sep/15,13/sep/15,14/sep/15,15/sep/15,16/sep/15,17/sep/15,18/sep/15,19/sep/15,20/sep/15,21/sep/15,22/sep/15,23/sep/15,24/sep/15,25/sep/15,26/sep/15,27/sep/15,28/sep/15,29/sep/15,30/sep/15,01/oct/15,02/oct/15,03/oct/15,04/oct/15,05/oct/15,06/oct/15,07/oct/15,08/oct/15,09/oct/15,10/oct/15,11/oct/15,12/oct/15,13/oct/15,14/oct/15,15/oct/15,16/oct/15,17/oct/15,18/oct/15,19/oct/15,20/oct/15,21/oct/15,22/oct/15,23/oct/15,24/oct/15,25/oct/15,26/oct/15,27/oct/15,28/oct/15,29/oct/15,30/oct/15,31/oct/15,01/nov/15,02/nov/15,03/nov/15,04/nov/15,05/nov/15,06/nov/15,07/nov/15,08/nov/15,09/nov/15,10/nov/15,11/nov/15,12/nov/15,13/nov/15,14/nov/15,15/nov/15,16/nov/15,17/nov/15,18/nov/15,19/nov/15,20/nov/15,21/nov/15,22/nov/15,23/nov/15,24/nov/15,25/nov/15,26/nov/15,27/nov/15,28/nov/15,29/nov/15,30/nov/15,01/dic/15,02/dic/15,03/dic/15,04/dic/15,05/dic/15,06/dic/15,07/dic/15,08/dic/15,09/dic/15,10/dic/15,11/dic/15,12/dic/15,13/dic/15,14/dic/15,15/dic/15,16/dic/15,17/dic/15,18/dic/15,19/dic/15,20/dic/15,21/dic/15,22/dic/15,23/dic/15,24/dic/15,25/dic/15,26/dic/15,27/dic/15,28/dic/15,29/dic/15,30/dic/15,31/dic/15
Hidráulica,"71,09610099999999","101,890114","82,919726","69,056368","104,975898","83,775118","127,71325599999999","114,577831","94,53538999999999","73,408383","53,615221","78,671881","74,58521499999999","89,54281","64,277134","66,316107","72,1369","64,131426","81,02597","115,150252","85,17605999999999","72,15708900000001","74,312932","64,205695","56,027286","88,01929700000001","74,338335","79,01689200000001","64,555235","97,013577","116,60695600000001","114,11023200000001","133,004699","118,754215","120,702908","121,017792","133,77202400000002","145,634602","96,719808","111,744794","135,170484","144,177931","146,568617","119,478449","102,895235","104,242443","124,428611","109,678207","130,296895","151,809577","149,70659","130,272834","115,191148","121,075297","127,391408","131,879491","141,747757","140,311061","137,223094","118,878383","156,996671","175,693425","152,502261","150,352548","174,639424","155,078484","134,69136799999998","162,774121","163,77649100000002","157,643601","142,120191","132,234529","111,201418","108,260005","148,533244","134,653829","138,326083","91,44398299999999","91,166842","113,17121","84,77939500000001","126,974049","104,661096","84,431235","88,547066","94,62313400000001","83,03802999999999","73,94505000000001","89,515254","100,931155","107,796106","96,663563","86,60227499999999","87,23233599999999","84,959007","88,62030100000001","84,016867","84,981705","119,73359699999999","108,017169","101,87460300000001","60,643748","70,98464999999999","76,475231","89,42492999999999","92,235319","101,09885799999999","73,362381","71,501345","97,196362","74,061978","87,088394","109,248491","92,023273","66,627663","66,637487","80,41483500000001","102,73525","106,551084","94,002988","69,94925900000001","73,700846","87,798634","97,618515","121,32417600000001","136,990457","116,558072","113,82136","126,71412699999999","107,46089500000001","125,825536","131,59394899999998","125,414303","112,700953","87,596833","82,52154700000001","67,54814599999999","122,672923","91,28989299999999","94,944136","88,18111900000001","82,298161","64,932705","56,565835","93,141144","80,364268","84,375956","95,324527","95,171669","73,224486","59,549006","96,445125","107,154496","97,72057000000001","89,55651300000001","89,795226","76,117554","67,42863","86,496386","86,750294","94,173632","101,712212","94,523611","74,559796","69,589379","87,461776","67,599457","63,631035000000004","67,686717","64,891141","65,89999800000001","67,652791","105,327878","80,53612600000001","82,03278","94,450148","93,029037","86,96736800000001","62,286766","91,929682","84,182888","72,884067","84,514021","68,070201","64,28985","56,54198","87,43106","95,29959699999999","68,052425","73,168216","72,001523","58,072239","53,068125","75,261731","74,420087","75,094267","69,02324","74,558455","55,295454","49,637327","79,668155","71,980856","65,339973","76,572712","54,582797","43,337047","42,370754999999996","59,556394","65,316029","67,067015","50,985188","56,937129","54,975904","49,392085","63,895421999999996","72,511985","79,055377","78,071725","74,606995","61,930087","47,598068","60,06022","57,988161","53,411919999999995","41,546322","43,814673","41,61339","41,399785","47,650717","43,003561000000005","51,932083","56,374413999999994","60,809050000000006","39,272076","33,837389","42,000071000000005","49,386314","43,442153","44,184129","59,410025000000005","39,89533","41,14845","69,501819","63,242717","56,832558","53,985876","51,688609","52,422503","41,434180999999995","63,563006","61,953970999999996","64,345258","60,225546","41,299885","44,708040000000004","31,929814999999998","49,452942","44,124061000000005","40,613201999999994","52,839499","58,890849","51,672065","47,019044","59,557773999999995","53,560691","50,970925","64,298786","61,780112","51,88266","44,708159","56,947497000000006","64,359222","69,211853","69,135848","61,116983","53,178436999999995","28,220448","37,009226000000005","47,505362","77,736375","72,471005","69,89272","50,371941","44,737634","46,212459","50,082741","44,347342","64,75149","72,409067","39,929997","52,418936","72,375159","43,171233","43,538149","47,081684","81,16697","56,661491999999996","34,909936","45,882678999999996","42,39087","43,248091","55,111081","55,159508","47,941949","31,585149","53,047826","55,457063999999995","66,014291","69,206705","73,9797","56,583836000000005","42,16416","82,970724","86,674351","90,895777","88,738759","77,133126","51,464641","53,435068","79,112292","75,051477","80,65692","72,538709","45,19476","32,055142","44,412595","81,95952700000001","81,06225199999999","51,119299","46,117067999999996","61,70789499999999","41,570906","46,116451999999995","74,656659","86,065727","77,373593","46,916174","71,94657000000001","44,711114","25,684424","27,166990000000002","39,877659","58,606591","58,366558","59,512809999999995","48,378799","25,780475","40,124146","46,096871","50,164364","54,768936000000004","55,3509","34,777428","38,256805","59,073028","45,226409","66,305256","36,211127999999995","26,505848999999998","25,17434","20,506209","35,359243","47,40264","36,767212","50,638387"
Turbinación bombeo,"7,7177169999999995","19,226148000000002","7,346234000000001","8,548913","3,8877420000000003","3,9160399999999997","13,117206","5,11942","6,758324","8,67459","10,739111000000001","13,190536","10,271711","10,472171","6,9378649999999995","10,270968","11,144156","16,900609","13,202836999999999","10,114211","9,843103999999999","5,901691","4,395655","10,768015","8,517733","14,859064","9,289267","10,417221","15,567556","20,847937","11,057284","9,246459999999999","12,889893","9,852387","7,766661","11,368632999999999","14,078055","12,30854","7,151417","10,938268","9,001008","7,710219","9,75249","7,762087999999999","6,022804","6,668947","11,536183999999999","8,756129000000001","9,915214","16,739124","15,057756999999999","9,001313","8,762475","13,834567","17,834777","11,672775","8,592362","9,510243000000001","7,608859000000001","12,008025","14,567782","14,942562","11,395374","12,595418","12,837373","7,559289","8,151244","11,418268","12,790899999999999","7,975353","7,519122","9,289868","5,278259","6,5257309999999995","13,373905","10,696532999999999","13,111419","3,895102","13,481029000000001","11,174533","9,882324","14,662291","8,72801","5,376817","8,808950999999999","8,76747","8,788597","8,984406000000002","14,913923","17,644865000000003","9,73382","9,398819999999999","8,763628","6,753216999999999","10,986761","11,547068999999999","11,264697","8,120958","9,417283","7,6443829999999995","6,905697","12,377844","10,810355","7,095206","11,661764999999999","6,186218","5,656465","4,651469","3,667672","8,419236000000001","6,689896","11,353841000000001","6,9956760000000004","6,196634","8,009133","13,480827","7,343405","5,1688220000000005","9,64224","9,919675","7,774092","8,545387","10,537213","14,327148","11,209449000000001","14,218289","3,135252","8,001879","5,768587","4,307783000000001","12,248588999999999","11,088186","8,647860000000001","3,043572","3,4594","4,330136","9,151941999999998","15,844040000000001","5,415556","9,237393","6,532555","7,107622","5,852027","7,4657860000000005","10,610476","6,0785919999999996","3,59417","9,860961","10,682941000000001","2,493951","2,270627","6,353132","4,4687529999999995","7,1152120000000005","2,698346","4,372384","2,166741","2,271866","1,743449","5,371594","2,559653","2,2867979999999997","2,881192","3,068708","3,99789","5,007276","2,537314","4,077935","5,866224","5,072711","7,9522200000000005","4,9768609999999995","5,968523","0,846716","1,822474","1,255663","4,151689","7,331477","2,122224","9,607646","5,41416","1,053386","1,534136","0,966484","1,7824570000000002","3,4241819999999996","7,117293","5,034655","1,8552870000000001","1,340294","1,466631","2,079141","1,267684","1,3630250000000002","5,762747","6,888397","0,6121169999999999","6,057279","1,0382090000000002","3,270534","8,263245000000001","3,8091559999999998","3,0425259999999996","3,882665","1,043314","5,121474","1,950237","5,624998","7,735412","8,557214","3,505878","4,523999","4,375735","5,645239999999999","5,657989","9,575681000000001","5,7614600000000005","5,058563","6,4194960000000005","2,806471","5,092469","5,557042","7,4634350000000005","3,144502","1,981846","4,873045","5,290119","6,058424","6,750295","1,512991","14,356301","14,114409","7,704255","4,445003","10,227841","9,028507","5,084408000000001","4,172295","11,470673000000001","12,991779000000001","2,479122","3,827921","9,536927","2,355251","2,226731","0,7748780000000001","2,590107","3,494451","1,196894","2,4669899999999996","3,34806","3,472912","7,762974","7,117234000000001","4,766381999999999","11,132044","10,774556","8,015288","8,600513000000001","6,786912999999999","8,115911","2,918901","7,503696","5,095235","1,7398630000000002","6,286939","9,50929","3,977761","2,0536779999999997","2,035874","5,2750330000000005","12,00048","8,710697","5,546518","3,5579140000000002","4,718287999999999","7,796787","9,912139","9,584421","9,45539","8,961022000000002","8,806036","1,015292","1,888111","4,063105","7,941644","6,177708","12,797794","16,697798","4,577983000000001","6,106173","14,994957000000001","2,02868","6,685564","7,262392","13,145697","8,535001","5,661194999999999","8,958141","12,353526","7,133256","14,124464","5,507938","13,582342","8,464971","10,702364","10,88828","10,517064","8,621163000000001","3,93606","2,318492","13,816678","6,492738","6,557832","9,584946","7,282792000000001","4,8020190000000005","3,904565","7,001352","3,642827","5,963387","16,815466","13,180903","6,850468","16,976376000000002","9,922665","21,404321","10,014529","4,214039","5,256645000000001","10,472301","10,61912","10,177772999999998","16,172819999999998","12,553218999999999","8,289949","3,4660949999999997","7,0449589999999995","2,927309","6,662787000000001","6,740565999999999","15,431824","14,221096","13,987879000000001","8,164208","8,588645","6,830813","10,520791","8,882081","9,227146000000001","7,979667","12,129638000000002","2,3395859999999997","6,175975","11,335063","15,212055","12,244653","8,027881","5,78822","18,420036","18,98228","15,446107","25,047383999999997","10,805299000000002","18,620089"
Nuclear,"170,691638","170,694173","170,721569","170,722657","170,748753","170,793523","170,787229","170,859085","170,952491","170,87033799999998","170,49785200000002","170,915835","170,891614","170,891046","170,77695","170,964729","170,919711","170,812922","164,74013699999998","146,045499","148,79","168,013701","170,890725","170,760054","170,786682","170,842994","170,875946","170,939936","170,883566","170,925772","171,037929","171,105948","171,09576199999998","161,459713","145,336597","154,55285500000002","170,778132","171,07166899999999","159,97289","163,64435500000002","169,377274","171,049139","171,088579","170,269194","171,0664","171,073683","171,055418","171,08688800000002","171,08457","171,089891","171,105012","171,168724","171,122274","171,058391","171,046016","170,95250399999998","171,02917000000002","171,006639","171,059628","170,997564","170,927885","169,817439","155,711501","148,50480100000001","155,800632","165,285842","167,664217","167,57328099999998","167,957432","170,277345","170,76135","170,743011","162,225728","164,38168","169,872326","170,83933199999998","170,90245199999998","170,91708","170,914417","170,948239","170,96815700000002","170,913689","170,968932","170,829609","170,821879","170,769149","170,739195","163,624673","170,607993","170,450663","170,456704","170,417779","168,877671","170,592322","170,560006","170,498232","170,506761","170,664638","170,746049","167,042244","161,496573","169,663272","170,612194","170,584759","170,583272","170,54839199999998","170,447834","159,212066","162,28735200000003","167,64782399999999","152,329578","144,592394","144,390473","149,78066","143,851775","129,791648","118,75935799999999","118,95239699999999","111,11022100000001","94,616537","90,977864","94,012106","94,44888","94,986517","95,038841","95,378899","95,718716","105,697546","117,80765799999999","120,405277","120,294446","120,348387","120,692632","120,414167","120,632268","120,51795600000001","120,134863","120,309079","120,475235","120,432626","120,743833","120,87354300000001","120,636069","116,3964","120,299812","120,091789","119,249295","119,255021","119,14331600000001","119,627667","129,458125","115,180907","118,23386199999999","118,65752","119,19433599999999","119,386194","110,586896","113,634102","119,279303","119,07082399999999","119,18658500000001","118,984994","119,421212","119,374473","119,66078599999999","119,902572","119,706627","119,466669","119,472309","119,33467399999999","119,26585","122,349318","125,46747","135,227206","142,364439","143,674299","143,481274","140,030758","143,371487","143,46249","143,67211300000002","143,523865","143,922203","143,619072","143,21409","142,678721","142,045334","141,64178099999998","141,22890900000002","141,031492","141,31241599999998","143,413278","149,464297","152,692421","162,316818","163,681728","163,970128","163,771984","154,88004800000002","160,99196","164,12156299999998","161,849524","163,60547200000002","160,72838399999998","163,62465","164,23389699999998","164,08704500000002","164,002569","163,693224","161,66688699999997","161,952066","161,57111300000003","161,513562","161,60481","160,794264","160,214639","160,18938599999998","160,128625","159,92335699999998","160,396435","160,770317","160,57664000000003","159,38364","157,295706","157,726976","158,354159","158,32639300000002","158,37901300000001","158,50233799999998","159,207015","159,797362","159,822059","159,783802","159,894275","160,07444800000002","160,1676","161,167812","160,99898800000003","160,743804","160,635108","161,25268","161,801313","163,24628","164,35882800000002","164,40886300000003","165,121439","165,401497","165,754373","165,642685","165,62733799999998","165,808144","165,61113699999999","165,186856","165,31875399999998","165,10672200000002","165,27570300000002","165,82684400000002","165,789019","165,407912","165,992316","166,245637","165,987071","165,976223","165,871967","165,95381","166,043033","166,00248000000002","166,06081899999998","159,907779","142,746847","142,881636","143,094492","143,12351","143,186096","141,914386","136,10886499999998","116,36741099999999","116,00899000000001","116,091513","116,25620500000001","116,78139","117,55627","124,737461","131,520883","141,17182300000002","142,019894","142,311756","142,65829300000001","138,580424","117,91578","117,67159","117,736567","118,477799","130,472599","142,129712","142,789986","142,96556","148,488796","142,209792","141,954935","142,052048","142,035944","135,715568","119,694224","120,070096","120,316374","120,149872","120,263148","120,187937","120,198038","120,157934","120,114882","120,094543","119,98772500000001","120,247771","120,14576","120,177678","121,252988","126,902248","131,799345","135,53491699999998","142,147931","146,001705","145,391978","144,15125","146,371461","146,45023","146,476842","146,477305","146,58105799999998","146,73194099999998","146,675465","146,706626","136,454454","131,09503099999998","131,420589","144,904271","146,524552","146,67253599999998","146,437254","146,049757","145,873831","145,82408600000002","145,998506","146,126958","146,02033","150,374287","154,46799","154,93644899999998","156,534448","161,229872","159,699083","154,647514","165,63818799999999","170,495128","170,567897","170,580625","170,67709200000002","170,73866800000002","170,709936","170,69045699999998","170,25080400000002","170,461434","170,513318","170,305642"
Carbón,"110,401621","145,824697","155,672299","143,359372","169,891449","166,599975","201,50118700000002","217,709835","216,744459","193,92134099999998","145,160348","185,494132","183,98749600000002","192,650201","165,665834","153,652994","156,459809","145,525527","193,769457","213,571483","205,090154","196,383345","195,90014000000002","156,898133","108,285944","178,981536","194,264881","181,05410500000002","116,7589","44,171913999999994","32,063392","33,530963","105,93095100000001","122,750931","121,45069199999999","127,83624400000001","146,18010800000002","160,62272399999998","123,313777","162,478547","217,548266","215,645303","219,168124","194,53939499999998","64,720754","53,383464","121,134882","100,06881200000001","125,829447","147,506826","150,84305799999998","50,947086000000006","34,727199","39,627697999999995","36,831298000000004","50,154312","55,290692","58,034886","52,765017","35,990155","72,96844100000001","107,442262","62,877091","39,771603000000006","72,67983100000001","74,617477","54,949760000000005","126,387735","161,277286","155,61276800000002","125,824534","85,640134","66,112442","80,175554","140,51495","148,789332","128,612661","82,84411800000001","70,387512","66,332145","41,584559999999996","124,560455","123,61845299999999","80,72797800000001","91,873477","90,642969","56,439093","33,312446","63,434858","72,923458","54,220588000000006","44,717026","41,177493999999996","35,906565","27,976017","42,821474","62,108875","76,90350500000001","110,825728","128,806581","133,689426","59,937447999999996","77,62914500000001","103,88404700000001","123,19783100000001","135,23171","139,331288","102,671581","82,524203","141,370788","123,493994","134,93942800000002","155,428894","162,231939","77,735296","62,232150999999995","85,59025100000001","142,906544","168,90192000000002","166,937632","61,722705999999995","65,63600100000001","60,688624000000004","82,856819","115,861306","157,212602","138,335396","83,46521700000001","112,328922","67,88329300000001","130,393283","146,450685","135,18650200000002","93,597197","64,58410500000001","39,91238","28,760080000000002","98,707105","84,44839900000001","89,802711","73,74769","60,981019","51,100263","46,632232","71,77615300000001","82,48720200000001","109,39475900000001","142,381587","149,897981","148,075655","139,278777","183,09972399999998","199,608626","198,038258","188,029049","183,116356","155,753734","131,12465","178,313574","194,546069","185,856509","186,887359","195,988652","173,736474","166,884786","192,773813","181,249233","145,32317999999998","152,003295","157,519748","144,625795","162,20649600000002","201,784602","208,72741","204,72478099999998","208,812866","206,83611499999998","196,11781200000001","199,282376","209,010675","217,58388300000001","217,36324100000002","211,854365","199,109226","193,66583300000002","187,752814","210,609713","210,250936","204,782895","201,507087","210,408747","195,54570800000002","187,78237","196,11000099999998","202,20716000000002","205,559171","205,236576","209,642052","195,462626","191,56504199999998","213,55689900000002","209,575383","194,643583","203,341427","210,089838","181,925711","177,743633","200,394745","210,10345","217,597422","214,118281","205,912096","184,436433","134,45209899999998","195,02832800000002","214,69474","209,614774","198,629542","186,281693","163,288461","134,167752","188,32695999999999","203,957377","208,121398","156,569552","160,97053400000001","141,688791","144,537429","186,27839600000001","192,133106","197,815927","207,98097","212,186183","180,814094","56,262547","126,256379","189,449139","172,637336","177,098733","199,487251","163,558954","154,929831","200,85521","205,26163200000002","204,660046","187,322625","175,371668","156,551242","149,94688699999998","181,189836","198,548338","201,235449","205,12837299999998","185,69265900000002","152,07416500000002","58,104993","103,911098","103,59761","70,742121","128,25059100000001","167,52407399999998","130,71875","128,735129","182,956074","159,450015","160,450475","176,86478599999998","180,578483","167,462177","124,014116","162,767393","186,118357","191,43582199999997","196,642401","189,53086199999998","173,047874","66,488852","68,059303","101,42168","195,84501600000002","191,887344","192,213088","114,979797","91,336507","98,404111","127,61614","140,24177","184,020962","200,997951","92,907042","96,897409","159,02107199999998","139,527502","141,95285099999998","154,060971","175,28588","165,305515","137,966586","145,884282","135,197338","128,265681","141,155608","117,811258","120,09862","54,119794999999996","111,687937","146,266253","173,003568","165,129454","169,24947","142,943768","79,824924","182,17986199999999","196,461323","193,93279","193,400033","196,00836900000002","168,089824","154,542291","181,50591500000002","186,17473999999999","189,553163","188,720631","144,763574","34,217419","46,778127","145,405429","185,00923600000002","162,94454000000002","176,375631","184,31004199999998","166,392976","160,58146299999999","186,292057","197,863","203,991826","201,616403","205,611052","201,17622899999998","171,496332","167,849165","163,819217","183,05295199999998","192,19917900000002","192,01219500000002","197,756747","169,135548","180,577767","181,925198","180,210189","186,33132","184,831227","152,067682","137,504062","158,49371100000002","147,252862","161,411573","130,740838","74,31488499999999","55,900864","33,577832","43,706206","94,91628200000001","78,053947","84,86762300000001"
Fuel + Gas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,000322",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,009275",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-0,000001",-,-,-,"0,000001",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-0,000001",-,-,-,-,-,-,-,"0,0070220000000000005",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
