,Date,Demanda,GasNatural,Uranio,Hidráulica,Eólica,Otras renovables,Residuos renovables,Solar,value,weekend,Month,Weekday,Year
521,2021-06-05,622.988965,7.36465,3.31,62.771704,94.059976,11.960806,2.2556545,67.001425,68.868333,1,6,5,2021
522,2021-06-06,576.7397129999999,7.665753,3.31,54.639459,128.933698,12.066709,2.206009,116.209946,79.690833,1,6,6,2021
523,2021-06-07,687.687127,7.044131,3.41,58.054534,105.145933,11.985018,2.2455885,122.107912,82.334167,0,6,0,2021
524,2021-06-08,719.311181,6.818819,3.29,64.629745,75.613556,11.216577,2.477354,118.301312,81.601667,0,6,1,2021
525,2021-06-09,727.9984790000001,7.496819,3.16,68.141277,102.590424,11.326439,2.491518,114.625163,83.33625,0,6,2,2021
526,2021-06-10,739.161249,7.223321,3.13,85.042439,111.750341,11.274504,2.375608,115.078063,82.534583,0,6,3,2021
527,2021-06-11,732.773334,6.643601,3.2,64.329375,207.390979,12.337598,2.7473305,106.13788,77.598333,0,6,4,2021
528,2021-06-12,663.407333,6.146464,3.2,67.677449,176.064982,12.322681,2.9047295,101.98347099999998,79.195833,1,6,5,2021
529,2021-06-13,616.20506,6.60664,3.2,63.246406,104.061475,12.025416,2.8921805,102.702429,88.474167,1,6,6,2021
530,2021-06-14,737.903439,6.642725,2.96,100.236358,78.46061999999999,11.97122,2.872991,106.813501,90.950833,0,6,0,2021
531,2021-06-15,759.440415,6.728484,3.06,96.175114,115.696988,11.565038,2.8029075,77.45398,94.632917,0,6,1,2021
532,2021-06-16,755.302693,6.40661,3.2,88.035579,106.451056,12.438012,2.8777685,81.270534,92.996667,0,6,2,2021
533,2021-06-17,732.968196,6.320076,2.96,89.641605,97.892196,12.482171,2.948564,53.853576,92.674167,0,6,3,2021
534,2021-06-18,720.62028,5.801973,2.89,77.15000199999999,124.696563,12.626223,2.865416,61.717555,87.224167,0,6,4,2021
535,2021-06-19,646.908276,5.687275,2.89,68.004199,97.815639,12.863733,2.92821,63.766639000000005,52.634583,1,6,5,2021
536,2021-06-20,594.4443299999999,5.438249,2.89,55.484917,250.978672,12.624179,2.9238525,66.502257,82.551667,1,6,6,2021
537,2021-06-21,695.3108100000001,3.844238,2.8,66.821597,179.68556700000002,12.373413,2.8118095,85.461817,89.525,0,6,0,2021
538,2021-06-22,710.3957419999999,3.42364,2.83,76.93883199999999,124.579885,12.246934,2.6979580000000003,93.88922,89.88375,0,6,1,2021
539,2021-06-23,701.339201,3.734531,2.81,74.631378,152.512755,12.539976,2.705761,107.47555,85.734583,0,6,2,2021
540,2021-06-24,667.378472,4.159129,2.91,80.550471,143.364632,12.786029,2.706187,121.568977,86.569583,0,6,3,2021
541,2021-06-25,694.493443,3.78533,2.63,78.033057,117.085663,12.591685,2.6984925,119.797127,83.992083,0,6,4,2021
542,2021-06-26,651.12108,4.18591,2.63,62.407134,129.957707,12.440749,2.8557465000000004,114.10643,64.211667,1,6,5,2021
543,2021-06-27,606.935474,4.217734,2.63,53.736364,163.943496,10.8389,2.8835785,115.095273,86.435,1,6,6,2021
544,2021-06-28,706.509225,4.476087,2.61,76.06442299999999,134.49682199999998,10.739713,2.8649720000000003,123.641787,93.49125,0,6,0,2021
545,2021-06-29,727.913028,4.804624,2.51,74.943151,79.012114,11.080859,2.892795,123.802665,93.886667,0,6,1,2021
546,2021-06-30,744.980042,5.279686,2.66,90.71746,73.840626,11.292551,2.8871195,121.206129,92.440833,0,6,2,2021
547,2021-07-01,745.6468229999999,4.861377,2.64,96.641954,57.94284,11.214689,2.9234315,121.254192,99.797917,0,7,3,2021
548,2021-07-02,751.0719399999999,4.971197,2.57,94.466717,84.706376,11.940961,2.9443885,122.516733,94.2275,0,7,4,2021
549,2021-07-03,686.746086,5.281393,2.57,90.572036,115.092796,11.61633,1.8664825,114.148876,79.426667,1,7,5,2021
550,2021-07-04,645.1977870000001,5.200821,2.57,56.631895,181.79124,11.602084,1.8531925,119.811554,93.850417,1,7,6,2021
551,2021-07-05,756.482667,5.427028,2.57,89.501228,190.230891,10.439183000000002,1.897843,120.209721,93.57125,0,7,0,2021
552,2021-07-06,765.5216069999999,5.545066,2.39,92.497816,176.704762,10.782309,2.01402,85.56315000000001,98.72375,0,7,1,2021
553,2021-07-07,749.498243,5.656187,2.35,91.599261,101.996063,11.623979,3.041922,110.687625,93.674583,0,7,2,2021
554,2021-07-08,743.139951,5.113045,2.21,79.359907,125.340896,11.899716,2.9677555,120.339553,93.4975,0,7,3,2021
555,2021-07-09,749.3615159999999,5.055065,2.3,78.93810099999999,110.486025,11.707603,2.970907,116.280524,90.478333,0,7,4,2021
556,2021-07-10,698.499464,4.964179,2.3,78.96542,103.844539,11.528076,2.9462285,104.817658,90.76625,1,7,5,2021
557,2021-07-11,662.579088,5.195053,2.3,78.64871799999999,131.652666,11.491778,2.9179755,71.164615,86.675,1,7,6,2021
558,2021-07-12,763.113617,5.427526,2.21,68.662959,263.2445,11.490485,2.9121495,105.479575,94.39,0,7,0,2021
559,2021-07-13,739.886353,7.737775,2.15,71.546792,173.96881299999998,11.494648,2.957599,118.869521,84.45875,0,7,1,2021
560,2021-07-14,742.631422,6.433873,2.14,71.554752,190.93706,11.368459,2.9466845,114.960578,87.18375,0,7,2,2021
561,2021-07-15,749.381936,6.038304,2.13,66.952165,196.879659,10.149291,2.942861,115.825187,87.317083,0,7,3,2021
562,2021-07-16,755.7868020000001,5.455629,2.02,74.672584,172.236306,10.332481,2.820625,119.371823,90.952083,0,7,4,2021
563,2021-07-17,703.58958,5.291644,2.02,67.432621,114.0873,10.926591,2.866584,117.72876,74.19375,1,7,5,2021
564,2021-07-18,657.129066,5.320706,2.02,55.158817000000006,166.894121,10.770289,2.8766085,114.474707,98.802917,1,7,6,2021
565,2021-07-19,770.181187,4.889561,1.95,70.04745299999999,93.656242,10.501561,2.79148,115.508397,101.8225,0,7,0,2021
566,2021-07-20,786.064039,4.479097,2.15,61.079813,65.82171000000001,11.191747,2.783106,110.665473,106.573333,0,7,1,2021
567,2021-07-21,796.392983,4.879916,2.28,65.17653899999999,58.461133,11.653888,2.7875495,116.636399,101.516667,0,7,2,2021
568,2021-07-22,807.661031,5.034856,2.2,62.416616000000005,110.827554,11.276314,2.6909425,116.18877,95.887083,0,7,3,2021
569,2021-07-23,801.290966,5.104768,2.19,59.107818,193.124252,11.568638,2.706787,93.118689,92.01875,0,7,4,2021
570,2021-07-24,708.875188,5.699412,2.19,57.425449,138.73734299999998,11.011602,2.4427345,110.144491,93.202083,1,7,5,2021
571,2021-07-25,647.414033,5.630716,2.19,52.969614,104.992684,10.207964,2.5331165,103.876896,99.523333,1,7,6,2021
572,2021-07-26,741.7888519999999,6.923652,2.31,56.003144,102.583226,10.585524,2.465125,101.927149,99.046667,0,7,0,2021
573,2021-07-27,764.664988,6.845016,2.18,55.108226,103.145236,11.369533,2.344425,113.518758,95.574167,0,7,1,2021
574,2021-07-28,777.471567,7.168304,2.33,61.152567000000005,146.072896,12.647061,2.2946880000000003,116.609533,98.831667,0,7,2,2021
575,2021-07-29,786.049111,6.922795,2.37,73.404572,131.264031,12.762713,2.416989,115.215062,95.36625,0,7,3,2021
576,2021-07-30,780.535725,7.098793,2.17,93.021305,144.506733,12.862621,2.479564,116.656889,61.08625,0,7,4,2021
577,2021-07-31,688.6021430000001,7.368169,2.17,38.747765,232.86062,12.695668,2.5119845,102.455692,76.886667,1,7,5,2021
578,2021-08-01,610.030071,6.858096,2.17,59.359741,107.408107,12.495331,2.427353,105.076655,103.074583,1,8,6,2021
579,2021-08-02,692.2965389999999,6.948949,2.18,79.151523,73.091264,12.876868,2.4470385,100.31073,106.266667,0,8,0,2021
580,2021-08-03,716.478894,6.720999,2.26,77.619114,86.884444,13.898243,2.461429,106.754073,105.239167,0,8,1,2021
581,2021-08-04,726.92959,7.09574,2.1,80.489527,123.854105,13.584234,2.5572885000000003,110.318544,101.604583,0,8,2,2021
582,2021-08-05,737.222091,7.039024,2.15,75.165509,131.595205,13.754356,2.578143,117.247356,97.215833,0,8,3,2021
583,2021-08-06,733.401456,7.227868,2.2,57.08535,139.295095,13.233797,2.640652,119.617293,65.635417,0,8,4,2021
584,2021-08-07,676.412684,7.420575,2.2,47.760714,164.81388099999998,13.30023,2.5792875,116.35763,85.292083,1,8,5,2021
585,2021-08-08,615.00122,7.791476,2.2,51.609312,94.854772,13.686314,2.5779645,112.93397500000002,106.742083,1,8,6,2021
586,2021-08-09,688.277519,7.885239,2.17,67.961541,87.069845,13.468264,2.651326,106.242265,111.875833,0,8,0,2021
587,2021-08-10,712.411101,7.845704,2.25,79.008299,65.460014,13.656694,2.712206,83.83764099999999,113.994167,0,8,1,2021
588,2021-08-11,735.9656650000001,7.984846,2.23,78.543561,73.02076,13.327274,2.7973205,75.638035,115.826667,0,8,2,2021
589,2021-08-12,755.611095,7.984369,2.16,67.43745600000001,109.290007,12.849327,2.7478475,93.146326,117.291667,0,8,3,2021
590,2021-08-13,762.760446,8.388367,2.11,76.431309,81.80331699999999,12.776434,2.804463,88.630571,114.633333,0,8,4,2021
591,2021-08-14,734.160936,8.750128,2.11,66.053215,91.454267,12.582167,2.82385,86.369015,110.022917,1,8,5,2021
592,2021-08-15,692.7508780000001,8.756394,2.11,58.484394,137.054528,12.355062,2.7595225,80.11695499999999,88.924583,1,8,6,2021
593,2021-08-16,734.676191,8.53033,2.02,46.185875,234.175873,11.770678,2.7137215,103.826878,89.499583,0,8,0,2021
594,2021-08-17,734.157383,8.034218,2.0,37.340772,253.511626,12.735903,2.7686840000000004,106.302397,105.40375,0,8,1,2021
595,2021-08-18,729.6624889999999,8.299253,2.03,47.161667,196.895478,13.470435,2.4790785,106.629933,113.404167,0,8,2,2021
596,2021-08-19,723.091039,8.521696,2.03,63.359983,107.18017,13.386601,2.3890165000000003,100.429428,117.139167,0,8,3,2021
597,2021-08-20,723.16805,8.701312,2.05,64.433896,74.234537,13.649816,2.343159,109.833929,110.140417,0,8,4,2021
598,2021-08-21,680.1778850000001,8.750677,2.05,55.893644,79.663449,13.832301,2.4334535,107.486318,100.509167,1,8,5,2021
599,2021-08-22,642.5478860000001,8.593645,2.05,50.543285,140.987069,13.855495,2.635505,85.198058,99.755,1,8,6,2021
600,2021-08-23,740.216309,9.072111,2.21,49.104237,231.618633,13.958134,2.644734,87.665586,102.063333,0,8,0,2021
601,2021-08-24,749.61014,8.777581,2.28,51.994937,205.565262,13.851752,2.6635545,76.444164,116.73375,0,8,1,2021
602,2021-08-25,738.207487,8.851074,2.27,56.974886,88.98406200000001,13.937895,2.669982,80.43422699999999,122.756667,0,8,2,2021
603,2021-08-26,746.460103,8.501615,2.24,59.000137,46.478378,14.184365,2.7921045,98.611977,118.994167,0,8,3,2021
604,2021-08-27,752.000087,8.869691,2.38,60.953346,85.530768,14.101815,2.8490595,103.249655,110.22,0,8,4,2021
605,2021-08-28,680.131728,8.963818,2.38,45.574713,167.386607,13.84197,2.7853665000000003,105.282026,102.034167,1,8,5,2021
606,2021-08-29,625.714882,8.797535,2.38,48.867225,112.076512,12.391292,2.7929825,100.27795,124.45125,1,8,6,2021
607,2021-08-30,722.450384,8.511582,2.4,59.948112,74.702833,11.892651,2.6449955,98.441975,130.530417,0,8,0,2021
608,2021-08-31,747.811051,8.726299,2.51,63.763523,81.29762699999999,11.884539,2.580484,84.564437,132.465,0,8,1,2021
609,2021-09-01,746.405192,8.963609,2.56,63.828607000000005,107.197475,12.286233,2.7099095,51.840061000000006,140.227083,0,9,2,2021
610,2021-09-02,733.2948279999999,9.055328,2.84,63.461645,34.160985000000004,12.887013,2.8915535,86.600863,137.7,0,9,3,2021
611,2021-09-03,731.068102,9.369177,2.98,62.383584,20.866063,12.968701,2.756516,100.644828,134.894583,0,9,4,2021
612,2021-09-04,661.105572,9.842908,2.98,56.325542,31.270376,12.89543,2.7105810000000004,107.220571,128.69625,1,9,5,2021
613,2021-09-05,625.9475060000001,10.394107,2.98,49.814644,76.90006600000001,12.335439,2.8224345,103.935809,132.645,1,9,6,2021
614,2021-09-06,750.941319,10.291679,2.98,55.371691,139.340657,12.238126,2.5509145,50.425785000000005,127.355833,0,9,0,2021
615,2021-09-07,778.331589,8.558567,3.13,45.839308,227.382476,12.194846,2.4005175,80.397417,135.654167,0,9,1,2021
616,2021-09-08,758.832979,8.455662,2.93,52.775008,138.514226,13.322285,2.3994805,85.223793,141.7125,0,9,2,2021
617,2021-09-09,759.765067,8.705241,2.9,53.610182,124.180558,12.873512,2.3225135,72.74552700000001,152.319583,0,9,3,2021
618,2021-09-10,743.10971,8.255516,3.21,52.917244,72.803407,13.640602,2.480014,97.132788,150.779167,0,9,4,2021
619,2021-09-11,664.0345189999999,8.495525,3.21,47.831356,35.53758,13.85634,2.902374,84.650001,144.177917,1,9,5,2021
620,2021-09-12,624.4711729999999,8.633837,3.21,52.758039,47.332217,13.458399,2.8752115,93.501114,154.156667,1,9,6,2021
621,2021-09-13,730.599845,8.274424,3.3,45.529259,153.211639,13.222172,2.7487535,25.835256,153.43,0,9,0,2021
622,2021-09-14,744.88997,8.837334,3.24,58.704002,118.229233,13.58076,2.193702,23.102114,172.783333,0,9,1,2021
623,2021-09-15,740.6555960000001,8.726081,3.69,60.463037,46.242228,13.605749,2.20696,59.936055,188.176667,0,9,2,2021
624,2021-09-16,726.396632,8.475965,3.55,43.689978,86.34990499999999,13.936523,2.234779,84.130908,166.29,0,9,3,2021
625,2021-09-17,714.163921,8.51215,3.24,38.439668,55.845867,13.212687,2.2291655,96.56373,159.368333,0,9,4,2021
626,2021-09-18,639.4929000000001,8.448191,3.24,33.881707,112.222564,13.491188,2.2804450000000003,95.631607,146.574167,1,9,5,2021
627,2021-09-19,588.0682780000001,8.216926,3.24,33.082568,96.545642,13.612553,2.2777005,103.114233,156.747917,1,9,6,2021
628,2021-09-20,692.113328,7.077787,2.99,34.49192,197.640373,13.445212,2.194054,97.220154,150.256667,0,9,0,2021
629,2021-09-21,696.7757369999999,6.413243,3.08,34.110153,223.349507,13.36687,2.047496,90.306466,175.872083,0,9,1,2021
630,2021-09-22,701.743975,7.265471,3.11,41.360183,156.901089,13.144069,2.052362,70.92671200000001,165.19,0,9,2,2021
631,2021-09-23,704.5458140000001,7.380148,3.11,35.567252,212.007247,13.677454,1.80894,54.771145,172.96625,0,9,3,2021
632,2021-09-24,697.179551,7.179214,2.93,45.544512000000005,122.782015,13.845526,1.67179,43.328207000000006,166.359167,0,9,4,2021
633,2021-09-25,631.054818,6.971514,2.93,38.380407,121.597701,13.934324,1.66299,62.522054,160.415833,1,9,5,2021
634,2021-09-26,582.860409,6.904956,2.93,32.164276,104.176067,13.555188,1.7799275,90.331852,174.683333,1,9,6,2021
635,2021-09-27,686.152044,6.634809,3.11,38.861395,85.017037,12.807764,1.7754845,94.634218,182.7125,0,9,0,2021
636,2021-09-28,706.3054549999999,6.457305,3.06,47.896294000000005,66.879025,12.984339,1.730219,86.78181599999999,189.898333,0,9,1,2021
637,2021-09-29,710.1123980000001,6.48218,2.89,39.015594,129.602125,12.789762,1.668631,96.237404,189.825833,0,9,2,2021
638,2021-09-30,702.537831,6.956826,3.05,38.599828,90.189466,13.109032,1.690629,85.66878000000001,216.008333,0,9,3,2021
639,2021-10-01,692.944543,7.495562,3.01,44.379916,44.792792,12.79928,1.757667,67.54089400000001,173.649167,0,10,4,2021
640,2021-10-02,630.287998,7.615878,3.01,29.296866,186.082287,13.833226,1.786739,79.49277000000001,111.60125,1,10,5,2021
641,2021-10-03,585.69262,7.767677,3.01,25.03441,251.740848,13.464769,1.781106,46.896412,186.4575,1,10,6,2021
642,2021-10-04,665.592111,7.54535,3.0,37.99428,217.998056,12.696317,1.6913625,79.411981,203.682083,0,10,0,2021
643,2021-10-05,681.2847539999999,7.857543,3.05,38.277449,175.727253,13.606268,1.37234,79.072824,228.5925,0,10,1,2021
644,2021-10-06,695.359374,8.150233,2.89,42.261365,123.730062,13.114395,1.441546,87.980454,288.525417,0,10,2,2021
645,2021-10-07,689.344379,8.305395,3.03,40.155205,108.858344,13.008188,1.704543,86.15391,229.20375,0,10,3,2021
646,2021-10-08,685.1098129999999,8.79771,2.9,36.578255,95.271446,14.075328,2.241282,89.897332,226.21,0,10,4,2021
647,2021-10-09,612.730729,8.431044,2.9,33.801409,127.256604,14.10638,2.3421065,78.289439,175.640417,1,10,5,2021
648,2021-10-10,568.730598,8.933514,2.9,22.700773,205.303202,14.367085,2.336194,79.17467400000001,184.479167,1,10,6,2021
649,2021-10-11,615.6411850000001,8.691433,2.92,26.710779,172.10690599999998,14.316847,2.3669295000000004,73.000254,184.294167,0,10,0,2021
650,2021-10-12,577.417811,8.083727,3.35,24.54266,152.700537,13.540106,2.3769925,78.03412500000002,185.735833,0,10,1,2021
651,2021-10-13,668.727443,8.258327,3.54,28.387084,177.424704,13.281828,2.1114185,86.945982,215.63,0,10,2,2021
652,2021-10-14,682.5967589999999,8.235341,3.42,39.814912,80.032712,13.641515,2.059273,82.48338,231.817083,0,10,3,2021
653,2021-10-15,681.763233,7.876793,3.41,41.482464,63.343432,13.14602,2.068933,80.218588,226.929167,0,10,4,2021
654,2021-10-16,616.067047,7.683317,3.41,41.560293,53.595434,14.199442,2.1213075,51.309042,209.625417,1,10,5,2021
655,2021-10-17,573.616151,7.527646,3.41,39.243991,54.809542,14.879924,2.3600905,49.970137,227.450417,1,10,6,2021
656,2021-10-18,675.467776,7.445375,3.49,38.754815,70.768916,14.601952,2.3279785,64.334731,207.139167,0,10,0,2021
657,2021-10-19,692.280722,7.486307,3.56,32.383738,188.626185,13.999606,2.125885,77.874984,201.399583,0,10,1,2021
658,2021-10-20,693.103655,7.762474,3.99,27.838631,223.524327,13.741246,2.2667645000000003,72.21203700000001,207.924583,0,10,2,2021
659,2021-10-21,688.4803149999999,7.568713,3.92,34.520077,120.837384,14.128611,2.423161,64.246478,203.544583,0,10,3,2021
660,2021-10-22,682.264745,7.800026,3.92,28.439368,172.600184,14.188425,2.54989,65.134569,211.2125,0,10,4,2021
661,2021-10-23,612.0187090000001,8.079956,3.92,28.553055,81.78689800000001,14.745621,2.583933,77.751747,213.289167,1,10,5,2021
662,2021-10-24,571.138872,8.095753,3.92,29.327231,55.998278,14.62281,2.5990515,80.69253,225.3625,1,10,6,2021
663,2021-10-25,670.783825,8.009713,4.04,40.494175000000006,39.705162,14.127938,2.5306845,66.269949,215.83375,0,10,0,2021
664,2021-10-26,692.31942,7.796239,4.02,33.026905,81.62626300000001,13.391552,2.5579625,64.537492,226.152917,0,10,1,2021
665,2021-10-27,689.359293,7.099953,3.76,38.953518,47.586501,14.12729,2.5860990000000004,68.972893,205.045,0,10,2,2021
666,2021-10-28,691.1472650000001,7.427019,3.85,30.227635,162.70514799999998,14.4873,2.560953,64.498415,175.827083,0,10,3,2021
667,2021-10-29,692.264935,7.597084,3.72,26.084152,217.078172,14.570552,2.498087,21.261074,124.52625,0,10,4,2021
668,2021-10-30,626.694705,7.623159,3.72,27.385593,279.73326899999995,14.928399,2.5386745,15.310005,78.9956,1,10,5,2021
669,2021-10-31,597.2471859999999,7.898936,3.72,15.004442,326.21307299999995,15.309274,2.6970415,26.488603,91.19625,1,10,6,2021
670,2021-11-01,576.3677439999999,7.757797,3.89,22.651636,304.520189,14.159567,2.564787,36.215063,145.948333,0,11,0,2021
671,2021-11-02,674.854716,7.861062,4.0,29.274036,294.35246500000005,14.204204,2.4513125,30.123334,154.293333,0,11,1,2021
672,2021-11-03,695.2352659999999,7.759587,4.38,34.179654,240.22933300000005,14.508538,2.492382,52.846121,171.9125,0,11,2,2021
673,2021-11-04,705.890141,7.828897,4.57,31.628975,171.909261,14.346105,2.5519405,63.499131000000006,171.449583,0,11,3,2021
674,2021-11-05,717.19316,7.799682,4.58,32.938660000000006,240.424402,14.806107,2.6211655,70.00976,157.429167,0,11,4,2021
675,2021-11-06,655.441422,7.696572,4.58,29.726114000000003,280.85015500000003,14.481677,2.7109810000000003,73.13976,131.497917,1,11,5,2021
676,2021-11-07,616.104014,7.72718,4.58,22.900317,296.866946,14.141594,2.4990175,70.775144,167.6725,1,11,6,2021
677,2021-11-08,716.917625,7.927977,5.08,36.399422,281.844343,14.327286,2.410098,70.537313,178.452083,0,11,0,2021
678,2021-11-09,728.0031339999999,8.018474,5.28,38.657741,190.626271,14.459687,2.5025035,69.68085,199.28,0,11,1,2021
679,2021-11-10,737.414445,7.713466,5.2,45.142067,93.731067,13.946472,2.618421,64.595773,183.205833,0,11,2,2021
680,2021-11-11,738.439482,7.639971,5.49,46.539806,61.00791,13.599699,2.554303,58.409339,185.01875,0,11,3,2021
681,2021-11-12,731.746944,7.5785,5.47,45.300389,84.058683,13.424086,2.88021,56.97113600000001,180.475,0,11,4,2021
682,2021-11-13,652.720566,7.63446,5.47,27.495002,130.411234,14.23012,2.843169,61.925533,172.472083,1,11,5,2021
683,2021-11-14,612.965856,7.609252,5.47,28.528261,221.261318,14.766343,2.8524455,64.191857,180.572917,1,11,6,2021
684,2021-11-15,725.7026800000001,7.685093,5.16,38.189095,267.943531,15.494952,2.813902,63.395104,194.225833,0,11,0,2021
685,2021-11-16,748.837812,7.46548,4.88,32.335499,221.417799,15.356584000000002,2.7972255,62.737833,194.84125,0,11,1,2021
686,2021-11-17,753.6891069999999,7.939598,4.75,33.03509,284.786018,15.214255,2.7588675,60.742244,226.9425,0,11,2,2021
687,2021-11-18,755.571919,7.208583,4.9,36.821488,219.095217,15.399437,2.7439225,50.073388,228.842083,0,11,3,2021
688,2021-11-19,746.4489120000001,7.424666,4.29,46.101062,154.615593,15.2322,2.8685605,42.761287,218.460833,0,11,4,2021
689,2021-11-20,674.480947,7.571287,4.29,42.188685,82.777288,14.874541,2.882352,13.583541,229.61625,1,11,5,2021
690,2021-11-21,622.5045670000001,7.57364,4.29,44.440755,83.27133,14.776029,2.819272,30.483401,236.507083,1,11,6,2021
691,2021-11-22,744.436995,7.377684,4.1,45.012959,165.722707,14.563002,2.6573975,23.798070000000003,225.575,0,11,0,2021
692,2021-11-23,774.690327,7.368624,4.37,43.883213000000005,218.337346,14.630012,2.6666095,31.623871,225.70375,0,11,1,2021
693,2021-11-24,786.755043,7.247071,4.32,46.451789,185.188306,14.658244,2.538109,29.775894,228.417083,0,11,2,2021
694,2021-11-25,787.163875,7.332856,4.32,48.550079,251.107473,14.9278,2.568295,29.769592,227.593333,0,11,3,2021
695,2021-11-26,781.000985,7.092813,4.14,48.548939,261.737963,14.404329,2.534937,47.709042,204.352917,0,11,4,2021
696,2021-11-27,716.586063,7.091681,4.14,52.449701,373.835683,14.34825,2.7603575,41.717955,201.415417,1,11,5,2021
697,2021-11-28,685.695321,7.083901,4.14,45.335014,356.958072,14.227876,2.8070015,53.302389,214.997083,1,11,6,2021
698,2021-11-29,782.1279549999999,7.244316,4.29,54.892326,317.289163,13.346466,2.7612195,44.570763,274.557083,0,11,0,2021
699,2021-11-30,788.505669,7.13294,3.92,69.847758,85.56246300000001,13.506114,2.719067,51.419114,247.209583,0,11,1,2021
700,2021-12-01,797.141836,7.260725,3.55,59.218026,235.730491,13.346355,2.588909,42.857261,220.660417,0,12,2,2021
701,2021-12-02,800.1944350000001,7.042032,3.65,58.989965,341.684231,13.714849,2.723221,45.864901,226.147083,0,12,3,2021
702,2021-12-03,790.8114969999999,6.911647,3.34,71.083448,300.149678,14.27245,2.5976655,57.527664,220.897917,0,12,4,2021
703,2021-12-04,711.448518,5.75878,3.34,65.156075,325.102727,13.97463,2.495117,38.191163,101.9725,1,12,5,2021
704,2021-12-05,660.5806650000001,5.510034,3.34,59.134349,397.994756,13.845579,2.421466,46.05566399999999,209.782917,1,12,6,2021
705,2021-12-06,667.1958460000001,6.020767,3.27,66.650347,290.477691,13.902112,2.5033465,52.09174600000001,211.805833,0,12,0,2021
706,2021-12-07,710.588895,5.966652,3.6,66.470228,303.96508,13.211217,2.3950845,30.454279,108.726667,0,12,1,2021
707,2021-12-08,684.008281,6.088855,3.74,69.966532,430.064376,12.421315,2.4994555,33.73228,216.737083,0,12,2,2021
708,2021-12-09,782.066188,5.650949,3.55,85.717588,394.970977,12.576758,2.3036865,31.76908,208.407083,0,12,3,2021
709,2021-12-10,776.257295,5.559397,3.47,86.658526,425.548101,12.887033,2.4195045,20.688678,239.5325,0,12,4,2021
710,2021-12-11,692.242959,5.744782,3.47,91.767051,267.400719,14.244643,2.471271,49.200753,256.975833,1,12,5,2021
711,2021-12-12,644.6789640000001,5.644362,3.47,101.74759,101.405822,14.144433,2.537779,53.726828,268.2075,1,12,6,2021
712,2021-12-13,758.492556,5.134164,3.37,104.793788,93.931646,13.672227,2.5108425000000003,47.2663,287.77625,0,12,0,2021
713,2021-12-14,783.3417360000001,5.08023,3.23,99.2908,60.757244,13.256186,2.6705955,46.68447,291.7275,0,12,1,2021
714,2021-12-15,787.1938739999999,5.373261,3.57,96.479097,107.873025,14.070636,2.7972925,45.833465,302.484583,0,12,2,2021
715,2021-12-16,792.100159,5.348591,3.41,91.435215,148.447299,14.249161,2.7287875,41.362431,309.19625,0,12,3,2021
716,2021-12-17,783.162446,5.394702,3.28,97.861166,113.907316,14.274851,2.754273,39.43791999999999,306.329583,0,12,4,2021
717,2021-12-18,706.20551,5.293748,3.28,104.860302,84.103702,14.563028,2.7991235000000003,30.616701,319.628333,1,12,5,2021
718,2021-12-19,660.6288619999999,5.222632,3.28,91.334943,126.263795,14.57163,2.6999715,37.128845,339.839167,1,12,6,2021
719,2021-12-20,771.478461,5.033715,3.32,106.037189,124.230657,14.421012,2.768635,22.31411,327.379583,0,12,0,2021
720,2021-12-21,772.523695,5.164423,3.47,113.015149,134.887381,15.427222,2.7741165,19.942083,360.024167,0,12,1,2021
721,2021-12-22,757.320524,5.345462,3.44,105.468319,141.715322,15.148696,2.7785475,25.25453,383.6725,0,12,2,2021
722,2021-12-23,729.0895019999999,5.650066,3.42,96.471437,162.043332,14.709462,2.732786,12.038316,311.016667,0,12,3,2021
723,2021-12-24,637.631538,5.755358,3.42,69.036364,198.255656,15.153655,2.7866735,16.484030999999998,226.41625,0,12,4,2021
724,2021-12-25,547.513015,5.841531,3.42,58.71732,160.513807,14.655908,2.8265575,14.49046,188.52625,1,12,5,2021
725,2021-12-26,582.595459,5.751745,3.42,62.615843,235.976036,15.097531,2.8209565,13.596909,96.078333,1,12,6,2021
726,2021-12-27,657.559283,5.820391,3.86,65.94683900000001,391.926864,13.878218,2.717203,32.734016,104.364167,0,12,0,2021
727,2021-12-28,663.701614,5.356149,3.65,69.862989,380.579904,13.956808,2.6758835,30.129663,181.088333,0,12,1,2021
728,2021-12-29,657.200732,5.108837,3.55,75.985503,215.254634,14.314889,2.798744,42.078444000000005,200.681667,0,12,2,2021
729,2021-12-30,653.6023730000001,5.172164,3.38,76.96755800000001,94.137892,14.243355,2.810163,52.462457,140.82125,0,12,3,2021
730,2021-12-31,611.387919,5.023827,3.35,68.064126,120.732452,14.218058,2.8027805,55.647803,122.629167,0,12,4,2021
731,2022-01-01,535.144786,5.227795,3.35,49.977614,139.626383,13.948446,2.8069565,52.52966000000001,136.968333,1,1,5,2022
732,2022-01-02,578.855186,5.427642,3.35,52.67185,103.705874,14.213511,2.767441,47.46578,150.498333,1,1,6,2022
733,2022-01-03,691.970774,5.378087,3.7,53.077433,152.618403,14.293221,2.754361,53.477139,152.145417,0,1,0,2022
734,2022-01-04,718.047874,5.263246,3.81,51.506319000000005,305.404417,14.990944,2.7372215,29.291062000000004,180.2,0,1,1,2022
735,2022-01-05,715.070234,4.947934,3.86,57.204864,295.407698,14.796646,2.7678175,36.583953,212.979167,0,1,2,2022
