Date,Demanda,GasNatural,Uranio,Hidráulica,Eólica,Otras renovables,Residuos renovables,Solar,value,weekend,CO2,Month,Weekday,Year
2022-01-12,777.310213,4.683885,3.61,64.169849,263.677608,13.920899,2.562569,61.675708,215.105,0,80.01,1,2,2022
2022-01-13,788.5722830000001,4.563578,3.28,92.77688,129.536027,14.360583,2.5328815,59.606967,202.947083,0,80.56,1,3,2022
2022-01-14,796.150956,4.72322,3.32,94.155755,84.743818,14.366433,2.676484,58.259238,218.818333,0,82.08,1,4,2022
2022-01-17,790.794183,4.633407,3.32,86.795307,77.14612600000001,13.525899,2.476877,67.801958,222.73,0,80.58,1,0,2022
2022-01-18,809.453033,4.717437,3.16,88.297909,51.623799,12.981925,2.363763,68.32803799999999,213.160833,0,82.67,1,1,2022
2022-01-19,813.885767,4.611154,3.14,79.457701,96.967658,13.026329,2.386105,67.220999,190.639167,0,82.09,1,2,2022
2022-01-20,813.8411040000001,4.445955,2.95,69.43113199999999,209.238105,13.42084,2.3591265,67.518356,179.089583,0,85.59,1,3,2022
2022-01-21,812.933383,3.885118,2.73,55.317069,308.179115,13.307717,2.1412415,69.101208,190.414583,0,84.47,1,4,2022
2022-01-24,800.222601,3.60379,2.81,93.488907,82.523812,12.443726,2.5005665,47.612781000000005,224.236667,0,84.02,1,0,2022
2022-01-25,803.957158,3.570049,2.81,75.78536,103.98276,13.221994,2.529914,48.140925,236.77125,0,87.45,1,1,2022
2022-01-26,800.205701,3.645194,2.65,82.579864,126.042576,13.006553,2.551505,40.202561,232.502083,0,88.66,1,2,2022
2022-01-27,794.878473,3.67169,2.42,66.981804,135.88542900000002,13.439819,2.5112635,53.780999,224.587917,0,89.76,1,3,2022
2022-01-28,786.143822,3.73845,2.49,54.868246,214.710929,13.543537,2.5036525000000003,73.22846000000001,223.355,0,89.22,1,4,2022
2022-01-31,761.8327830000001,4.073848,2.61,50.224619,292.30757,12.87217,2.481409,65.610512,206.54125,0,89.24,1,0,2022
2022-02-01,774.260763,3.986562,2.76,43.991863,314.68843300000003,12.455321,2.559677,77.020765,210.17625,0,89.52,2,1,2022
2022-02-02,762.494554,4.29992,2.69,45.799616,144.39986,13.256422,2.634771,81.477727,207.89,0,94.21,2,2,2022
2022-02-03,760.780897,4.176055,2.55,44.746372,84.006011,13.34214,2.563991,60.721868,197.02625,0,94.81,2,3,2022
2022-02-04,756.8966409999999,4.522922,2.7,43.792116,105.636059,13.298416,2.648,36.540589,198.3725,0,96.45,2,4,2022
2022-02-07,746.724421,4.906907,2.77,34.202998,235.313763,13.106347,2.636666,82.80437500000001,203.698333,0,96.7,2,0,2022
2022-02-08,756.6787240000001,4.850046,2.93,35.435235,136.930457,14.035897,2.597517,80.866253,210.524583,0,96.93,2,1,2022
2022-02-09,755.748252,4.927658,3.22,44.356763,103.128742,14.139767,2.6548025,74.624488,205.7025,0,90.79,2,2,2022
2022-02-10,762.082393,4.754533,3.09,52.361554,50.506982,13.3145,2.618812,68.14196100000001,196.492917,0,90.78,2,3,2022
2022-02-11,754.633793,4.601991,3.02,57.390492,74.347414,13.213434,2.630877,64.327691,198.938333,0,92.87,2,4,2022
2022-02-14,741.71903,4.717298,3.04,36.444867,303.724432,12.730901,2.6493725,75.18673700000001,199.944583,0,91.76,2,0,2022
2022-02-15,759.124039,4.890327,3.26,43.54655,240.04665,12.580269,2.48127,85.809003,178.09125,0,91.14,2,1,2022
2022-02-16,758.26598,5.075391,3.23,27.849294,321.315067,12.307125,2.451234,68.937567,163.409167,0,89.86,2,2,2022
2022-02-17,744.05002,4.63812,3.01,42.871459,180.262017,13.079813,2.554138,86.086459,184.25625,0,86.44,2,3,2022
2022-02-18,735.4270479999999,4.763782,2.88,47.616089,150.23137599999998,13.612342,2.5342615,80.89383,137.757917,0,89.47,2,4,2022
2022-02-21,726.59717,4.032376,2.88,40.14206,197.196194,13.704851,2.6025145000000003,96.81605,179.739167,0,89.68,2,0,2022
2022-02-22,734.120281,4.188377,3.01,41.178103,181.363677,14.105458,2.664892,100.820525,195.862083,0,89.77,2,1,2022
2022-02-23,732.237567,4.107594,2.97,47.705327,111.784252,13.380933,2.6421460000000003,68.553235,205.6025,0,95.07,2,2,2022
2022-02-24,736.907737,4.080314,3.38,53.455103,135.559761,14.087952,2.6972805,44.363353,240.13125,0,87.03,2,3,2022
2022-02-25,742.820885,4.289793,3.47,47.803921,303.648468,13.906098,2.7101985,32.173438,261.112083,0,88.14,2,4,2022
2022-02-28,697.748424,4.555754,3.99,40.280311000000005,66.294226,13.826017,2.315097,89.46195600000001,258.65875,0,82.21,2,0,2022
2022-03-01,722.629686,4.616522,4.07,46.023597,131.054193,14.504536,2.176565,90.755057,254.030417,0,68.85,3,1,2022
2022-03-02,735.689298,4.48808,4.2,49.942987,191.23772,13.540314,2.3625005,86.81113,341.522917,0,68.49,3,2,2022
2022-03-03,742.779369,4.395864,4.21,58.474115,184.143551,14.113569,2.5178495,38.455945,340.695417,0,67.35,3,3,2022
2022-03-04,743.386909,4.223983,3.86,48.507676,285.856794,14.615314,2.6571175,64.57594,366.549583,0,65.1,3,4,2022
2022-03-07,732.4931330000001,4.053549,4.58,69.77714200000001,105.564283,14.424956,2.574323,53.399327,544.98375,0,58.3,3,0,2022
2022-03-08,735.113962,4.164919,4.72,46.121917,170.856247,14.024229,2.5354205000000003,57.502969,472.970417,0,68.51,3,1,2022
2022-03-09,726.757341,4.287265,5.08,52.490352,161.773514,13.527277,2.5834565,79.711524,369.7475,0,73.18,3,2,2022
2022-03-10,722.215252,4.177678,5.21,44.982557,203.952628,14.136726,2.6026105,78.466594,284.57875,0,76.41,3,3,2022
2022-03-11,731.329705,4.290431,4.96,50.819985,251.17931,14.248226,2.592602,26.697465,246.05125,0,76.76,3,4,2022
2022-03-14,726.3644429999999,4.103227,4.1,53.879745,360.837584,12.263285,2.7800955,19.631606,249.66375,0,78.28,3,0,2022
2022-03-15,727.2516459999999,4.058297,3.96,78.979217,326.436223,13.0266,2.760812,20.187362,263.647083,0,77.43,3,1,2022
2022-03-16,728.889512,4.121777,3.94,86.23634,208.154855,13.54839,2.8661895,12.126506,217.125417,0,78.16,3,2,2022
2022-03-17,726.4253050000001,4.096516,4.62,56.761152,395.206543,14.022064,2.967838,24.414684000000005,232.282083,0,79.89,3,3,2022
2022-03-18,704.8330119999999,4.184126,4.58,64.052861,206.633565,14.040993,2.9769025,39.665644,221.91125,0,78.89,3,4,2022
2022-03-21,698.5503050000001,4.302226,5.04,44.797134,285.448645,11.092488,2.897348,33.132257,226.1425,0,78.39,3,0,2022
2022-03-22,717.641,4.392356,5.07,51.763324,308.131853,11.785382,2.779124,37.62449,212.436667,0,80.67,3,1,2022
2022-03-23,719.548211,4.480068,5.06,63.700794,280.668622,13.415209999999998,2.8098765,28.878525,225.7125,0,76.6,3,2,2022
2022-03-24,725.071963,4.570306,5.08,75.864656,227.586942,13.680388,2.832151,23.234479,263.85125,0,78.24,3,3,2022
2022-03-25,706.7664520000001,4.527385,4.88,68.447001,187.349187,13.986914,2.5899035,27.840985,237.445417,0,78.6,3,4,2022
2022-03-28,677.673545,5.038775,4.73,55.131798,177.535133,14.028414,2.5468655,60.710992000000005,248.097083,0,80.81,3,0,2022
2022-03-29,692.972303,5.090669,4.54,67.287451,65.512528,14.341705,2.5513505,41.94539,255.81,0,81.7,3,1,2022
2022-03-30,707.690926,5.15793,4.64,60.321097,187.491897,14.383919,2.3495945000000003,60.103334,239.369167,0,78.31,3,2,2022
2022-03-31,705.601198,5.245937,4.59,62.02046300000001,311.56419300000005,13.921624,1.787923,73.134367,224.754583,0,76.48,3,3,2022
2022-04-01,710.892602,5.624367,4.68,62.858495000000005,324.20962699999995,13.817472,2.177524,102.129157,225.08375,0,78.49,4,4,2022
2022-04-04,744.1001530000001,5.217337,4.69,55.293854,301.60126899999995,14.475456,2.5450745,59.072441000000005,265.01625,0,78.5,4,0,2022
2022-04-05,762.7291389999999,5.098551,4.73,79.369582,181.09049,14.144008,2.5690745,40.656011,254.994583,0,78.05,4,1,2022
2022-04-06,744.533256,4.60961,4.81,68.924125,143.313486,14.376645,2.5202705,107.24445,214.792917,0,77.18,4,2,2022
2022-04-07,722.876934,4.849602,5.52,49.483292,296.452414,14.136298,2.476923,126.808046,154.69625,0,79.94,4,3,2022
2022-04-08,707.077849,4.608101,5.5,45.918688,347.050966,14.424726,2.3807815,89.37724,241.58625,0,80.09,4,4,2022
2022-04-11,667.783117,4.160435,5.63,39.563517,342.560156,14.430887,2.3570495,78.770228,237.299583,0,77.95,4,0,2022
2022-04-12,687.2516189999999,4.35845,5.75,65.897653,175.159063,14.643043,2.576304,55.699514,229.435,0,79.01,4,1,2022
2022-04-13,685.3631790000001,4.529824,6.54,66.54319,119.452591,14.752785,2.6912205,88.568629,220.76125,0,77.44,4,2,2022
2022-04-14,585.21051,4.472997,6.4,50.705042,119.459917,15.022189,2.818739,114.665115,198.472917,0,79.97,4,3,2022
2022-04-19,657.8258149999999,4.622826,5.7,52.293718,248.60784,14.755069,2.5828115,83.605878,85.189167,0,80.2,4,1,2022
2022-04-20,698.469112,4.637443,6.11,58.406141000000005,348.176006,13.87916,2.447714,55.80818,161.7175,0,87.82,4,2,2022
2022-04-21,697.710847,4.591445,5.13,74.473783,223.474693,14.647257,2.5777145,118.068868,207.76875,0,86.44,4,3,2022
2022-04-22,695.63789,4.615743,4.53,76.828932,179.351018,14.271394,2.734802,40.850991,86.24875,0,88.99,4,4,2022
2022-04-25,654.7144549999999,4.449648,4.6,68.68108900000001,35.047695,14.001143,2.3179955,140.454514,233.78,0,83.46,4,0,2022
2022-04-26,677.540715,4.184632,4.41,71.71553,67.31409,14.056401,1.5335315,97.363288,220.94625,0,82.71,4,1,2022
2022-04-27,687.613611,4.304508,4.3,80.363956,48.844415,13.967869,1.4846355,79.848613,224.965,0,81.01,4,2,2022
2022-04-28,688.510063,4.353721,4.44,95.0729,90.648742,14.565099,1.5678105,80.63391700000001,214.838333,0,82.68,4,3,2022
2022-04-29,669.0223669999999,4.154959,4.25,98.852523,83.261468,14.5425,2.204134,136.515595,186.449167,0,84.45,4,4,2022
2022-05-02,614.138744,3.902562,4.22,72.25161299999999,161.417237,13.91185,2.524433,105.900934,191.47125,0,83.04,5,0,2022
2022-05-03,677.3924989999999,3.892946,4.57,92.082269,187.799287,14.057953,2.421487,74.574813,202.149167,0,88.19,5,1,2022
2022-05-04,687.3154350000001,4.072883,4.77,105.473602,179.510926,14.607348,2.4291655,81.346981,190.7725,0,88.31,5,2,2022
2022-05-05,680.762673,3.769897,4.26,85.007716,202.590184,14.630777,2.3371685,135.909537,197.632083,0,88.91,5,3,2022
2022-05-06,668.5976380000001,3.689728,4.13,67.309008,227.599874,14.740174,2.4828165,150.72502300000002,184.86375,0,91.54,5,4,2022
2022-05-09,650.598557,2.917584,3.48,77.463905,63.71855,11.624047,2.483654,146.283042,208.70625,0,87.02,5,0,2022
2022-05-10,673.774152,2.924924,3.38,81.576205,78.83957099999999,10.565464,2.557143,146.470047,186.839167,0,87.34,5,1,2022
2022-05-11,678.560086,2.22248,3.21,75.61089100000001,125.222883,10.615599,2.7263315,138.74517,187.26625,0,88.83,5,2,2022
2022-05-12,683.9813029999999,2.013901,3.08,65.984231,132.178189,12.273509,2.69572,118.727347,202.990417,0,88.26,5,3,2022
2022-05-13,678.906624,2.160635,3.44,72.73129300000001,50.623599,12.371072,2.726383,138.697616,191.5525,0,88.48,5,4,2022
2022-05-16,658.6062340000001,2.390471,3.44,60.336621,124.238426,12.933259,2.7472225,140.571115,199.357083,0,89.56,5,0,2022
2022-05-17,689.1595679999999,2.51347,3.73,62.90999,108.536997,12.906641,2.5611505,147.067884,194.861667,0,91.72,5,1,2022
2022-05-18,701.7015799999999,2.284974,3.36,57.090866,115.310674,12.645053,2.333167,134.431023,191.075417,0,84.64,5,2,2022
2022-05-19,716.668676,2.326725,3.42,61.096825,191.826251,12.363758,2.326609,127.3178,203.73625,0,83.18,5,3,2022
2022-05-20,714.896579,2.266324,3.37,58.018550000000005,209.3268,12.400321,2.369539,101.325219,178.7075,0,80.39,5,4,2022
2022-05-23,692.293672,2.706779,3.61,58.675803,174.839413,12.848448,2.6715505,135.914628,180.010833,0,78.15,5,0,2022
2022-05-24,699.490143,2.558607,3.38,51.726035,201.269741,11.214641,2.724394,117.047223,184.573333,0,81.32,5,1,2022
2022-05-25,683.2039139999999,2.675259,3.58,44.931992,232.389995,11.103389,2.7353,140.680734,173.288333,0,81.4,5,2,2022
2022-05-26,688.9245990000001,2.571273,3.75,40.616912,245.600352,11.209232,2.712295,157.109191,168.539167,0,84.76,5,3,2022
2022-05-27,691.1676580000001,2.438724,3.88,42.609572,224.903655,12.130038,2.690528,156.073597,162.251667,0,84.2,5,4,2022
2022-05-30,672.096948,2.812292,3.88,46.554219,105.594118,13.028262,2.7558035,107.664942,213.821667,0,83.97,5,0,2022
2022-05-31,699.889965,2.766034,3.82,56.579622,53.205262000000005,13.906188,2.7799905,147.24242,210.453333,0,84.02,5,1,2022
2022-06-01,709.6606489999999,2.666583,3.55,51.985712,115.490106,13.347636,2.775627,126.927962,214.737917,0,86.08,6,2,2022
2022-06-02,714.0961110000001,2.707319,4.19,63.314456,71.622829,13.468468,2.521471,111.722897,214.504167,0,86.34,6,3,2022
2022-06-03,711.4604989999999,2.636175,3.94,56.879841,77.857705,14.031619,2.4680145,121.650068,203.86125,0,86.87,6,4,2022
2022-06-06,671.690704,2.988645,3.96,41.266277,97.977241,12.813872,2.408786,136.224109,193.320417,0,81.43,6,0,2022
2022-06-07,720.8173519999999,2.86915,4.57,40.126335,91.607207,13.195819,2.569659,146.100988,185.448333,0,81.31,6,1,2022
2022-06-08,734.652173,2.835744,4.47,39.283349,184.682507,13.472479,2.5016075,117.811971,182.669583,0,79.81,6,2,2022
2022-06-09,740.426075,2.855239,4.03,42.000084,163.48859299999998,13.771548,2.352266,148.82164600000002,194.350833,0,81.01,6,3,2022
2022-06-10,740.712627,2.760069,4.02,46.479198,128.715146,13.662621,2.572867,127.062714,190.498333,0,81.86,6,4,2022
2022-06-13,758.638075,2.317198,3.53,62.506621,163.955742,11.944428,2.541816,107.67773,214.045417,0,81.54,6,0,2022
2022-06-14,798.691052,2.304513,3.25,58.742361,87.170833,12.529336,2.3783865,113.86934,165.589583,0,84.15,6,1,2022
2022-06-15,816.499073,2.485936,3.39,70.242313,98.328626,13.355957,2.201128,92.130603,170.812917,0,86.2,6,2,2022
2022-06-16,810.3748830000001,2.333451,3.33,39.092598,107.331607,14.605475,2.208784,98.036824,177.903333,0,83.0,6,3,2022
2022-06-17,807.731237,2.509695,3.33,29.58281,130.593875,14.99955,2.078975,107.989953,146.535833,0,82.37,6,4,2022
2022-06-20,746.482216,2.495362,3.33,34.989492,117.386349,14.31394,2.4438735,112.917239,148.027917,0,84.0,6,0,2022
2022-06-21,754.336941,2.563005,3.51,38.238198,97.259078,14.374023,2.6673955,102.043104,152.75,0,84.73,6,1,2022
2022-06-22,735.366573,2.504572,3.26,31.398422,83.972021,14.429177,2.9105505,104.105135,149.855417,0,81.88,6,2,2022
2022-06-23,712.2445180000001,2.6246,3.28,23.688187000000003,118.840043,14.430378,2.9034795,106.683988,137.587917,0,84.13,6,3,2022
2022-06-24,658.1052709999999,2.68777,3.57,25.438639,147.775687,14.530812,2.968781,144.054497,128.703333,0,83.43,6,4,2022
2022-06-27,697.550971,2.753541,3.61,28.105104,192.056812,14.440559,2.902725,137.040846,144.664167,0,85.05,6,0,2022
2022-06-28,717.423769,2.689152,3.37,33.770895,84.76177,14.500046,2.8064075,143.770435,132.74,0,87.4,6,1,2022
2022-06-29,727.046257,2.63208,3.18,30.16259,114.252625,14.384224,2.686083,149.696667,132.1325,0,88.35,6,2,2022
2022-06-30,724.4907830000001,2.497016,3.08,34.97993,136.12043,14.480875,2.7139575,141.206041,145.220833,0,90.16,6,3,2022
2022-07-01,714.2922110000001,2.495892,3.31,39.276686,118.066198,14.768148,2.6626885,141.45135,142.42375,0,85.58,7,4,2022
2022-07-04,734.80668,2.589601,3.31,33.654235,154.547855,12.785605,2.596271,138.745894,139.164167,0,84.55,7,0,2022
2022-07-05,766.571561,2.635756,3.08,30.892832,225.298062,12.978128,2.5785035,126.119047,145.299167,0,83.19,7,1,2022
2022-07-06,763.808544,2.690975,3.03,30.214859,239.507371,13.354295,2.5463755,123.328825,124.202917,0,83.22,7,2,2022
2022-07-07,756.024233,2.761946,3.38,27.922401,262.402662,13.010434,2.4373715,141.925167,146.732083,0,84.92,7,3,2022
2022-07-08,760.224594,2.7866,3.42,28.68895,213.687587,12.791632,2.328173,142.238719,148.620833,0,82.79,7,4,2022
2022-07-11,781.3192929999999,2.611751,3.25,35.055116000000005,116.03675,13.652057,2.4751115,129.830509,155.705,0,84.36,7,0,2022
2022-07-12,811.265893,2.539739,3.24,40.469665,111.425108,13.848699,2.2409025,112.977839,159.45,0,85.65,7,1,2022
2022-07-13,827.8657469999999,2.631303,3.27,45.200251,102.756482,14.007046,2.0253295,124.499894,162.2225,0,83.86,7,2,2022
2022-07-14,836.253736,2.648383,3.29,39.917429,116.829637,13.923997,2.040224,116.990526,147.251667,0,83.97,7,3,2022
2022-07-15,831.8519100000001,2.673374,3.37,28.895488,158.777046,13.563159,2.103842,119.79117,136.832917,0,85.38,7,4,2022
2022-07-18,822.019142,2.814428,3.42,28.152285,156.66989900000002,13.532759,2.5208305,124.971119,142.35375,0,84.94,7,0,2022
2022-07-19,823.5539679999999,2.829204,3.59,29.545612,174.263867,13.900058,2.5844405000000004,140.863666,147.5375,0,83.65,7,1,2022
2022-07-20,823.278888,2.741518,3.7,35.792462,117.77922,14.346302,2.5709075,143.302908,138.84375,0,78.84,7,2,2022
2022-07-21,836.723128,2.732511,3.49,32.246912,158.38849299999998,13.773413,2.5691415,138.824347,133.4525,0,78.11,7,3,2022
2022-07-22,831.42078,2.819606,3.23,39.444563,170.128578,12.228797,2.5494375,133.084806,155.989583,0,76.3,7,4,2022
2022-07-25,787.872106,2.595959,3.56,32.321097,140.79994200000002,11.945501,2.621472,126.97576,145.6475,0,76.37,7,0,2022
2022-07-26,824.1856899999999,2.602055,3.51,40.667414,175.352457,11.237299,2.557355,136.690878,148.252917,0,76.68,7,1,2022
2022-07-27,806.2304869999999,2.705715,3.88,41.599715,131.656283,12.33007,2.5847130000000003,140.470122,169.86,0,76.14,7,2,2022
2022-07-28,800.373566,2.809977,3.98,48.29275,86.040747,12.730441,2.465097,133.607314,141.50625,0,78.96,7,3,2022
2022-07-29,793.9892560000001,2.855634,4.2,45.270223,122.783274,13.368623,2.206446,132.005114,129.977917,0,78.55,7,4,2022
2022-08-01,782.700352,3.011649,4.05,38.586411,122.814983,13.510814,2.289437,128.992645,151.294167,0,80.58,8,0,2022
2022-08-02,800.1033980000001,2.900825,4.17,40.706701,102.307266,13.263917,2.1530615,128.982786,147.85,0,81.95,8,1,2022
2022-08-03,795.947553,2.866241,4.18,33.659958,129.978587,13.061655,2.194323,131.076273,147.23375,0,83.99,8,2,2022
2022-08-04,789.62863,2.839557,4.15,32.068973,176.731443,12.910291,2.059251,134.543093,135.24125,0,84.19,8,3,2022
2022-08-05,772.9642369999999,2.964231,4.26,29.975213,215.403745,12.760834,2.039334,141.400883,135.534167,0,84.76,8,4,2022
2022-08-08,727.75955,2.945593,4.24,31.985724,117.446446,12.508477999999998,2.415589,133.994156,143.9875,0,83.81,8,0,2022
2022-08-09,746.032089,2.848227,4.12,30.340493,157.29310999999998,12.272683,2.4478205,119.306267,144.777917,0,85.93,8,1,2022
2022-08-10,754.724738,2.933038,4.26,32.793902,127.529022,11.964359,2.4124355,116.629227,150.127083,0,85.92,8,2,2022
2022-08-11,750.937041,2.988227,4.28,33.65068,102.110076,11.967591,2.473863,126.076123,158.2475,0,87.55,8,3,2022
2022-08-12,750.873262,3.078545,4.32,46.060301,75.774852,13.175269,2.3268745,110.410763,152.32375,0,88.87,8,4,2022
2022-08-15,622.751497,3.023985,4.13,23.340642,119.694997,11.921902,2.4076075,139.266419,143.204583,0,90.78,8,0,2022
2022-08-16,680.847776,2.987868,3.96,26.808015,176.459006,11.240863,2.2381005,129.01542899999998,139.296667,0,92.08,8,1,2022
2022-08-17,677.227494,2.873848,3.66,25.75473,179.385047,11.407147,2.0136715,132.78221399999998,134.67375,0,95.8,8,2,2022
2022-08-18,659.4147780000001,2.858782,3.74,31.020376,190.358029,11.753781,2.0472445,138.797087,135.35,0,96.04,8,3,2022
2022-08-19,661.996746,2.553406,3.53,36.442765,151.098202,12.472294,1.9024035,141.517673,169.114167,0,98.01,8,4,2022
2022-08-22,703.075151,2.581922,3.38,30.158021,188.178385,11.425393,2.0331885,139.14920999999998,182.93,0,92.17,8,0,2022
2022-08-23,730.6813050000001,2.592934,3.67,38.093533,127.692653,11.469177,2.0160485,126.159467,186.952083,0,89.29,8,1,2022
2022-08-24,738.587089,2.586145,4.26,34.356291,105.193828,11.431972,1.901883,114.842597,161.87875,0,89.24,8,2,2022
2022-08-25,736.694137,2.667139,4.13,25.376122,146.169024,10.956325,1.8532885,121.600758,175.32625,0,89.31,8,3,2022
2022-08-26,725.665332,2.493108,3.92,28.655888,195.194845,12.905039,1.8294375,123.33136,160.03875,0,90.31,8,4,2022
2022-08-29,727.306293,2.48058,4.47,35.332007,135.97792199999998,12.427424,1.810394,92.33681099999998,201.962917,0,86.66,8,0,2022
2022-08-30,751.027154,2.545818,4.52,45.592288,63.707634,12.218873,1.8523575,96.900255,187.295833,0,80.81,8,1,2022
2022-08-31,740.3353320000001,2.51866,4.52,28.999013,97.956247,12.095886,1.879464,116.423023,193.36125,0,80.03,8,2,2022
2022-09-01,731.576633,2.485473,4.22,24.031979,64.703745,11.673576,1.9297525,101.447793,152.135833,0,80.79,9,3,2022
2022-09-02,732.155581,2.450663,4.14,21.157405,104.857427,11.483359,1.9822605,112.110797,119.22375,0,77.89,9,4,2022
2022-09-05,710.855239,2.443809,4.14,23.467913,164.08722899999998,10.660822,2.213657,133.062107,169.567917,0,74.45,9,0,2022
2022-09-06,727.463301,2.340724,4.2,20.336806,163.941246,10.52462,2.093458,126.622632,106.562917,0,69.88,9,1,2022
2022-09-07,731.605079,2.370704,4.22,27.592298,148.377666,10.846289,2.05114,106.370362,155.93625,0,69.03,9,2,2022
2022-09-08,715.5509050000001,2.417901,4.37,36.471464,90.54473,11.017901,2.054686,109.837704,159.725,0,67.24,9,3,2022
2022-09-09,721.596318,2.467022,4.44,56.777958,69.995026,10.946495,1.991145,123.263338,176.052917,0,66.08,9,4,2022
2022-09-12,743.0494259999999,2.491723,4.41,26.857322,194.751927,10.103543,1.8244935,47.508121,128.7525,0,71.82,9,0,2022
2022-09-13,746.359897,2.354244,4.09,37.136519,262.70939500000003,11.340619,1.8231935,45.539662,133.613333,0,69.75,9,1,2022
2022-09-14,722.4823260000001,2.383037,4.13,41.694347,136.690365,12.387254,2.1661835000000003,70.61879499999999,176.46125,0,72.54,9,2,2022
2022-09-15,713.405157,3.404988,3.82,61.326694,58.4871,12.977604,2.2708935,83.24202899999999,171.46375,0,71.85,9,3,2022
2022-09-16,708.728625,2.8511,3.88,66.28411100000001,155.45254699999998,12.469368,2.3067345,118.492422,61.682917,0,73.27,9,4,2022
2022-09-19,685.419352,2.423585,3.9,57.725529,80.374137,12.955367,1.888036,98.016831,149.47125,0,71.1,9,0,2022
2022-09-20,704.23654,2.33669,3.72,58.218798,101.42125,12.537328,1.441002,111.985221,137.402917,0,71.14,9,1,2022
2022-09-21,700.0102489999999,2.292901,3.63,62.71436,104.336513,12.446256,1.3898065,80.57889899999999,175.419167,0,69.79,9,2,2022
2022-09-22,695.536747,2.401747,3.55,58.819475,54.803449,13.608821,1.474771,111.92824,127.906667,0,70.44,9,3,2022
2022-09-23,689.927198,2.39774,3.28,59.192638,90.995753,12.814237,1.585617,107.926896,106.742917,0,65.77,9,4,2022
2022-09-26,638.6664350000001,2.367393,3.22,44.923024,161.491969,10.872469,2.1520475,104.348218,100.15875,0,70.33,9,0,2022
2022-09-27,659.3738860000001,2.430026,3.43,17.593172,221.41266,9.972222,2.612129,120.436795,108.800833,0,67.96,9,1,2022
2022-09-28,663.6882410000001,2.383835,3.7,19.042897,245.701524,10.061577,2.3548180000000003,114.988808,114.68625,0,65.15,9,2,2022
2022-09-29,663.699951,2.34908,3.57,23.009219,264.975529,10.410285,1.9379605,68.159632,118.389583,0,65.73,9,3,2022
2022-09-30,648.929425,2.322888,3.5,23.350965,202.65063,10.781566000000002,2.2633985,121.081879,116.085,0,66.73,9,4,2022
2022-10-03,644.90706,2.307344,3.82,28.333831,43.861696,12.060448,2.1291475,75.812271,190.525417,0,65.94,10,0,2022
2022-10-04,667.828732,2.306871,4.01,23.874291,49.577763,11.815011,2.515248,93.372734,167.96125,0,66.92,10,1,2022
2022-10-05,669.187818,2.316035,4.06,16.685975,96.105229,12.281244,2.4199520000000003,91.482517,113.105833,0,67.07,10,2,2022
2022-10-06,675.1097,2.326716,4.02,17.388372999999998,170.530022,11.49559,2.33333,88.738388,154.370417,0,68.96,10,3,2022
2022-10-07,666.3292929999999,2.332263,3.99,21.780005000000003,86.56751700000001,11.751843999999998,2.3679445,91.511177,119.30625,0,69.85,10,4,2022
2022-10-10,644.5391010000001,2.309125,3.71,22.919894,57.339339,12.488755,2.2483735,53.893245,170.77,0,66.77,10,0,2022
2022-10-11,654.443286,2.24244,3.84,19.698027,49.675004,13.164685,2.425968,63.454151,133.957083,0,66.34,10,1,2022
2022-10-12,557.8958719999999,2.247197,3.66,13.995377,63.021186,12.356325,2.348913,96.356716,145.72,0,66.71,10,2,2022
2022-10-13,641.36208,2.170361,3.85,19.80348,67.33371000000001,12.584988,2.3075845,101.531693,134.326667,0,68.84,10,3,2022
2022-10-14,654.3755990000001,2.159898,3.6,19.072497,104.366667,13.255384,2.450533,106.850501,115.7275,0,68.02,10,4,2022
2022-10-17,645.472904,2.193134,3.89,19.844911,194.363576,11.339128,2.476461,79.492282,107.462917,0,67.51,10,0,2022
2022-10-18,667.042991,2.202695,3.96,19.939184,241.544175,10.506507,2.4975185,73.54818200000001,81.712083,0,67.77,10,1,2022
2022-10-19,678.8185100000001,2.201495,4.02,21.352951,283.835588,10.237988,2.3185055,34.099168,86.655417,0,67.29,10,2,2022
2022-10-20,684.048451,2.211391,3.98,27.181548,304.292776,10.198675,1.9115395,19.610831,107.803333,0,66.87,10,3,2022
2022-10-21,672.8434120000001,2.220337,4.23,33.539494,262.068443,10.865555,1.7494415,29.807196,105.905,0,68.72,10,4,2022
2022-10-24,646.2629669999999,2.41336,4.12,40.804368,138.290206,10.901141,2.29022,52.626344,106.658333,0,72.32,10,0,2022
2022-10-25,663.9279,2.353984,4.24,30.089531,244.899941,11.210997,2.400704,47.765283,108.620417,0,77.11,10,1,2022
2022-10-26,669.537087,2.341776,4.3,38.65938,176.663567,11.216045,2.4174665,44.898276,114.461667,0,75.79,10,2,2022
2022-10-27,664.132052,2.336741,4.2,23.658026000000003,308.402561,11.322535,2.237678,63.005680000000005,110.959167,0,80.21,10,3,2022
2022-10-28,653.032858,2.366191,4.22,26.500636,242.978935,12.178074,2.242935,60.033126,101.3925,0,81.21,10,4,2022
2022-10-31,588.038382,2.602729,4.21,29.622296,227.199571,12.43172,2.1214155,25.454482,110.320417,0,79.97,10,0,2022
2022-11-01,538.558369,2.467839,4.12,28.573907,73.25588499999999,12.688431,2.1657155,72.61012600000001,125.983333,0,76.72,11,1,2022
2022-11-02,634.219848,2.377237,3.76,33.098377,72.660016,12.623126,2.1626045,74.62734800000001,121.89375,0,76.7,11,2,2022
