,Fecha,Demanda
655,2021-10-17,573.616151
656,2021-10-18,675.467776
657,2021-10-19,692.280722
658,2021-10-20,693.103655
659,2021-10-21,688.4803149999999
660,2021-10-22,682.264745
661,2021-10-23,612.0187090000001
662,2021-10-24,571.138872
663,2021-10-25,670.783825
664,2021-10-26,692.31942
665,2021-10-27,689.359293
666,2021-10-28,691.1472650000001
667,2021-10-29,692.264935
668,2021-10-30,626.694705
669,2021-10-31,597.2471859999999
670,2021-11-01,576.3677439999999
671,2021-11-02,674.854716
672,2021-11-03,695.2352659999999
673,2021-11-04,705.890141
674,2021-11-05,717.19316
675,2021-11-06,655.441422
676,2021-11-07,616.104014
677,2021-11-08,716.917625
678,2021-11-09,728.0031339999999
679,2021-11-10,737.414445
680,2021-11-11,738.439482
681,2021-11-12,731.746944
682,2021-11-13,652.720566
683,2021-11-14,612.965856
684,2021-11-15,725.7026800000001
685,2021-11-16,748.837812
686,2021-11-17,753.6891069999999
687,2021-11-18,755.571919
688,2021-11-19,746.4489120000001
689,2021-11-20,674.480947
690,2021-11-21,622.5045670000001
691,2021-11-22,744.436995
692,2021-11-23,774.690327
693,2021-11-24,786.755043
694,2021-11-25,787.163875
695,2021-11-26,781.000985
696,2021-11-27,716.586063
697,2021-11-28,685.695321
698,2021-11-29,782.1279549999999
699,2021-11-30,788.505669
700,2021-12-01,797.141836
701,2021-12-02,800.1944350000001
702,2021-12-03,790.8114969999999
703,2021-12-04,711.448518
704,2021-12-05,660.5806650000001
705,2021-12-06,667.1958460000001
706,2021-12-07,710.588895
707,2021-12-08,684.008281
708,2021-12-09,782.066188
709,2021-12-10,776.257295
710,2021-12-11,692.242959
711,2021-12-12,644.6789640000001
712,2021-12-13,758.492556
713,2021-12-14,783.3417360000001
714,2021-12-15,787.1938739999999
715,2021-12-16,792.100159
716,2021-12-17,783.162446
717,2021-12-18,706.20551
718,2021-12-19,660.6288619999999
719,2021-12-20,771.478461
720,2021-12-21,772.523695
721,2021-12-22,757.320524
722,2021-12-23,729.0895019999999
723,2021-12-24,637.631538
724,2021-12-25,547.513015
725,2021-12-26,582.595459
726,2021-12-27,657.559283
727,2021-12-28,663.701614
728,2021-12-29,657.200732
729,2021-12-30,653.6023730000001
730,2021-12-31,611.387919
731,2022-01-01,535.144786
732,2022-01-02,578.855186
733,2022-01-03,691.970774
734,2022-01-04,718.047874
735,2022-01-05,715.070234
736,2022-01-06,617.9363510000001
737,2022-01-07,703.00457
738,2022-01-08,686.615314
739,2022-01-09,657.0999039999999
740,2022-01-10,756.621212
741,2022-01-11,771.7110779999999
742,2022-01-12,777.310213
743,2022-01-13,788.5722830000001
744,2022-01-14,796.150956
745,2022-01-15,717.1641430000001
746,2022-01-16,672.3810679999999
747,2022-01-17,790.794183
748,2022-01-18,809.453033
749,2022-01-19,813.885767
750,2022-01-20,813.8411040000001
751,2022-01-21,812.933383
752,2022-01-22,728.5318860000001
753,2022-01-23,681.487178
754,2022-01-24,800.222601
755,2022-01-25,803.957158
756,2022-01-26,800.205701
757,2022-01-27,794.878473
758,2022-01-28,786.143822
759,2022-01-29,698.9690159999999
760,2022-01-30,648.503898
761,2022-01-31,761.8327830000001
762,2022-02-01,774.260763
763,2022-02-02,762.494554
764,2022-02-03,760.780897
765,2022-02-04,756.8966409999999
766,2022-02-05,682.674839
767,2022-02-06,635.24708
768,2022-02-07,746.724421
769,2022-02-08,756.6787240000001
770,2022-02-09,755.748252
771,2022-02-10,762.082393
772,2022-02-11,754.633793
773,2022-02-12,679.947691
774,2022-02-13,635.7765280000001
775,2022-02-14,741.71903
776,2022-02-15,759.124039
777,2022-02-16,758.26598
778,2022-02-17,744.05002
779,2022-02-18,735.4270479999999
780,2022-02-19,677.9925579999999
781,2022-02-20,628.491111
782,2022-02-21,726.59717
783,2022-02-22,734.120281
784,2022-02-23,732.237567
785,2022-02-24,736.907737
786,2022-02-25,742.820885
787,2022-02-26,670.693047
788,2022-02-27,618.013898
789,2022-02-28,697.748424
790,2022-03-01,722.629686
791,2022-03-02,735.689298
792,2022-03-03,742.779369
793,2022-03-04,743.386909
794,2022-03-05,660.787324
795,2022-03-06,620.2514719999999
796,2022-03-07,732.4931330000001
797,2022-03-08,735.113962
798,2022-03-09,726.757341
799,2022-03-10,722.215252
800,2022-03-11,731.329705
801,2022-03-12,642.182296
802,2022-03-13,593.322595
803,2022-03-14,726.3644429999999
804,2022-03-15,727.2516459999999
805,2022-03-16,728.889512
806,2022-03-17,726.4253050000001
807,2022-03-18,704.8330119999999
808,2022-03-19,624.061488
809,2022-03-20,591.749465
810,2022-03-21,698.5503050000001
811,2022-03-22,717.641
812,2022-03-23,719.548211
813,2022-03-24,725.071963
814,2022-03-25,706.7664520000001
815,2022-03-26,631.663488
816,2022-03-27,554.0561580000001
817,2022-03-28,677.673545
818,2022-03-29,692.972303
