,Date,Close
730,2020-01-01,0.827455
731,2020-01-02,0.801905
732,2020-01-03,0.841552
733,2020-01-04,0.854703
734,2020-01-05,0.838966
735,2020-01-06,0.889355
736,2020-01-07,0.897526
737,2020-01-08,0.871107
738,2020-01-09,0.833429
739,2020-01-10,0.86646
740,2020-01-11,0.874506
741,2020-01-12,0.879883
742,2020-01-13,0.858096
743,2020-01-14,0.999178
744,2020-01-15,0.979593
745,2020-01-16,0.980263
746,2020-01-17,1.147115
747,2020-01-18,1.129985
748,2020-01-19,1.018677
749,2020-01-20,1.006182
750,2020-01-21,1.030963
751,2020-01-22,1.027894
752,2020-01-23,1.002203
753,2020-01-24,1.017338
754,2020-01-25,1.003005
755,2020-01-26,1.026825
756,2020-01-27,0.998677
757,2020-01-28,1.008204
758,2020-01-29,1.027527
759,2020-01-30,1.070727
760,2020-01-31,1.128816
761,2020-02-01,1.132518
762,2020-02-02,1.146054
763,2020-02-03,1.144589
764,2020-02-04,1.207182
765,2020-02-05,1.3495
766,2020-02-06,1.332739
767,2020-02-07,1.326028
768,2020-02-08,1.324716
769,2020-02-09,1.416345
770,2020-02-10,1.446
771,2020-02-11,1.490458
772,2020-02-12,1.866889
773,2020-02-13,1.783665
774,2020-02-14,2.195519
775,2020-02-15,2.060907
776,2020-02-16,1.971956
777,2020-02-17,1.975273
778,2020-02-18,2.007882
779,2020-02-19,1.867919
780,2020-02-20,1.807405
781,2020-02-21,1.796151
782,2020-02-22,1.78532
783,2020-02-23,1.835425
784,2020-02-24,1.751565
785,2020-02-25,1.594231
786,2020-02-26,1.448817
787,2020-02-27,1.494726
788,2020-02-28,1.504595
789,2020-02-29,1.522323
790,2020-03-01,1.57633
791,2020-03-02,1.621181
792,2020-03-03,1.570273
793,2020-03-04,1.543133
794,2020-03-05,1.579199
795,2020-03-06,1.578441
796,2020-03-07,1.503315
797,2020-03-08,1.310372
798,2020-03-09,1.270921
799,2020-03-10,1.277312
800,2020-03-11,1.252484
801,2020-03-12,0.676526
802,2020-03-13,0.775804
803,2020-03-14,0.751902
804,2020-03-15,0.846709
805,2020-03-16,0.73448
806,2020-03-17,0.812731
807,2020-03-18,0.795656
808,2020-03-19,0.951352
809,2020-03-20,0.921782
810,2020-03-21,0.933556
811,2020-03-22,0.855607
812,2020-03-23,0.909897
813,2020-03-24,0.942433
814,2020-03-25,0.930054
815,2020-03-26,0.930273
816,2020-03-27,0.871267
817,2020-03-28,0.883572
818,2020-03-29,0.831437
819,2020-03-30,0.904266
820,2020-03-31,0.921176
821,2020-04-01,0.958567
822,2020-04-02,0.986593
823,2020-04-03,0.983464
824,2020-04-04,1.013324
825,2020-04-05,0.975741
826,2020-04-06,1.054365
827,2020-04-07,1.038763
828,2020-04-08,1.084637
829,2020-04-09,1.13178
830,2020-04-10,1.046736
831,2020-04-11,1.024339
832,2020-04-12,1.044644
833,2020-04-13,1.011781
834,2020-04-14,1.002087
835,2020-04-15,0.988761
836,2020-04-16,1.035071
837,2020-04-17,1.029876
838,2020-04-18,1.058287
839,2020-04-19,1.064692
840,2020-04-20,1.005844
841,2020-04-21,1.007192
842,2020-04-22,1.037832
843,2020-04-23,1.063318
844,2020-04-24,1.10711
845,2020-04-25,1.151725
846,2020-04-26,1.166057
847,2020-04-27,1.139151
848,2020-04-28,1.173149
849,2020-04-29,1.206102
850,2020-04-30,1.142837
851,2020-05-01,1.219175
852,2020-05-02,1.18711
853,2020-05-03,1.165306
854,2020-05-04,1.145516
855,2020-05-05,1.125423
856,2020-05-06,1.145683
857,2020-05-07,1.177199
858,2020-05-08,1.230187
859,2020-05-09,1.18092
860,2020-05-10,1.231146
861,2020-05-11,1.144539
862,2020-05-12,1.158793
863,2020-05-13,1.158118
864,2020-05-14,1.177768
865,2020-05-15,1.146185
866,2020-05-16,1.14789
867,2020-05-17,1.16335
868,2020-05-18,1.170965
869,2020-05-19,1.170062
870,2020-05-20,1.161911
871,2020-05-21,1.157565
872,2020-05-22,1.228282
873,2020-05-23,1.210214
874,2020-05-24,1.236541
875,2020-05-25,1.347069
876,2020-05-26,1.472675
877,2020-05-27,1.352719
878,2020-05-28,1.300799
879,2020-05-29,1.298623
880,2020-05-30,1.348589
881,2020-05-31,1.370865
882,2020-06-01,1.574231
883,2020-06-02,1.644234
884,2020-06-03,1.572761
885,2020-06-04,1.550511
886,2020-06-05,1.565407
887,2020-06-06,1.512248
888,2020-06-07,1.467647
889,2020-06-08,1.498107
890,2020-06-09,1.566936
891,2020-06-10,1.569922
892,2020-06-11,1.415733
893,2020-06-12,1.460131
894,2020-06-13,1.532487
895,2020-06-14,1.512539
896,2020-06-15,1.477986
897,2020-06-16,1.506338
898,2020-06-17,1.533747
899,2020-06-18,1.6054
900,2020-06-19,1.523024
901,2020-06-20,1.581386
902,2020-06-21,1.567154
903,2020-06-22,1.576454
904,2020-06-23,1.55315
905,2020-06-24,1.486268
906,2020-06-25,1.491371
907,2020-06-26,1.672707
908,2020-06-27,1.537152
909,2020-06-28,1.565502
910,2020-06-29,1.71936
911,2020-06-30,1.62233
912,2020-07-01,1.632418
913,2020-07-02,1.583341
914,2020-07-03,1.539255
915,2020-07-04,1.554172
916,2020-07-05,1.538509
917,2020-07-06,1.555419
918,2020-07-07,1.550034
919,2020-07-08,1.56616
920,2020-07-09,1.505633
921,2020-07-10,1.499097
922,2020-07-11,1.533139
923,2020-07-12,1.494665
924,2020-07-13,1.539789
925,2020-07-14,1.570171
926,2020-07-15,1.566715
927,2020-07-16,1.469549
928,2020-07-17,1.492272
929,2020-07-18,1.477796
930,2020-07-19,1.530637
931,2020-07-20,1.504137
932,2020-07-21,1.644932
933,2020-07-22,1.598955
934,2020-07-23,1.592684
935,2020-07-24,1.56738
936,2020-07-25,1.529425
937,2020-07-26,1.503411
938,2020-07-27,1.402912
939,2020-07-28,1.432015
940,2020-07-29,1.44039
941,2020-07-30,1.406693
942,2020-07-31,1.4283
943,2020-08-01,1.469917
944,2020-08-02,1.39726
945,2020-08-03,1.42368
946,2020-08-04,1.415706
947,2020-08-05,1.429511
948,2020-08-06,1.424103
949,2020-08-07,1.416775
950,2020-08-08,1.496664
951,2020-08-09,1.51433
952,2020-08-10,1.608902
953,2020-08-11,1.472981
954,2020-08-12,1.505179
955,2020-08-13,1.568153
956,2020-08-14,1.543503
957,2020-08-15,1.565337
958,2020-08-16,1.570334
959,2020-08-17,1.617408
960,2020-08-18,1.603358
961,2020-08-19,1.492328
962,2020-08-20,1.854273
963,2020-08-21,1.702409
964,2020-08-22,1.815856
965,2020-08-23,1.735742
966,2020-08-24,1.764155
967,2020-08-25,1.708287
968,2020-08-26,1.709014
969,2020-08-27,1.725281
970,2020-08-28,1.792452
971,2020-08-29,1.919278
972,2020-08-30,1.918684
973,2020-08-31,1.849296
974,2020-09-01,1.788184
975,2020-09-02,1.642631
976,2020-09-03,1.388733
977,2020-09-04,1.462451
978,2020-09-05,1.32919
979,2020-09-06,1.397946
980,2020-09-07,1.378355
981,2020-09-08,1.375585
982,2020-09-09,1.436863
983,2020-09-10,1.477247
984,2020-09-11,1.558674
985,2020-09-12,1.591228
986,2020-09-13,1.49112
987,2020-09-14,1.558146
988,2020-09-15,1.537732
989,2020-09-16,1.533558
990,2020-09-17,1.648115
991,2020-09-18,1.699778
992,2020-09-19,1.602483
993,2020-09-20,1.541505
994,2020-09-21,1.377383
995,2020-09-22,1.411779
996,2020-09-23,1.379295
997,2020-09-24,1.45638
998,2020-09-25,1.431653
999,2020-09-26,1.451644
1000,2020-09-27,1.432698
1001,2020-09-28,1.387722
1002,2020-09-29,1.356462
1003,2020-09-30,1.355789
1004,2020-10-01,1.358825
1005,2020-10-02,1.328501
1006,2020-10-03,1.305072
1007,2020-10-04,1.307644
1008,2020-10-05,1.289273
1009,2020-10-06,1.236955
1010,2020-10-07,1.196196
1011,2020-10-08,1.252082
1012,2020-10-09,1.321589
1013,2020-10-10,1.356122
1014,2020-10-11,1.317881
1015,2020-10-12,1.30475
1016,2020-10-13,1.302692
1017,2020-10-14,1.323296
1018,2020-10-15,1.300222
1019,2020-10-16,1.278057
1020,2020-10-17,1.316592
1021,2020-10-18,1.283012
1022,2020-10-19,1.272456
1023,2020-10-20,1.220963
1024,2020-10-21,1.238623
1025,2020-10-22,1.256897
1026,2020-10-23,1.275491
1027,2020-10-24,1.267988
1028,2020-10-25,1.238923
1029,2020-10-26,1.22764
1030,2020-10-27,1.221141
1031,2020-10-28,1.147148
1032,2020-10-29,1.117114
1033,2020-10-30,1.038225
1034,2020-10-31,1.040478
1035,2020-11-01,1.036692
1036,2020-11-02,1.054314
1037,2020-11-03,0.984646
1038,2020-11-04,0.9744
1039,2020-11-05,1.006909
1040,2020-11-06,1.098202
1041,2020-11-07,1.027743
1042,2020-11-08,1.091808
1043,2020-11-09,1.258234
1044,2020-11-10,1.185049
1045,2020-11-11,1.157527
1046,2020-11-12,1.101721
1047,2020-11-13,1.142067
1048,2020-11-14,1.131589
1049,2020-11-15,1.102363
1050,2020-11-16,1.118113
1051,2020-11-17,1.146571
1052,2020-11-18,1.150064
1053,2020-11-19,1.105174
1054,2020-11-20,1.135432
1055,2020-11-21,1.161427
1056,2020-11-22,1.150863
1057,2020-11-23,1.194354
1058,2020-11-24,1.299747
1059,2020-11-25,1.669796
1060,2020-11-26,1.264437
1061,2020-11-27,1.228773
1062,2020-11-28,1.348457
1063,2020-11-29,1.326903
1064,2020-11-30,1.311681
1065,2020-12-01,1.429257
1066,2020-12-02,1.508466
1067,2020-12-03,1.510835
1068,2020-12-04,1.366849
1069,2020-12-05,1.46015
1070,2020-12-06,1.424844
1071,2020-12-07,1.396878
1072,2020-12-08,1.331577
1073,2020-12-09,1.351496
1074,2020-12-10,1.288835
1075,2020-12-11,1.233021
1076,2020-12-12,1.310094
1077,2020-12-13,1.310026
1078,2020-12-14,1.301341
1079,2020-12-15,1.293141
1080,2020-12-16,1.318693
1081,2020-12-17,1.288632
1082,2020-12-18,1.355436
1083,2020-12-19,1.432123
1084,2020-12-20,1.452044
1085,2020-12-21,1.386323
1086,2020-12-22,1.395697
1087,2020-12-23,1.189939
1088,2020-12-24,1.304408
1089,2020-12-25,1.283568
1090,2020-12-26,1.268383
1091,2020-12-27,1.256953
1092,2020-12-28,1.294873
1093,2020-12-29,1.246513
1094,2020-12-30,1.221929
1095,2020-12-31,1.237228
1096,2021-01-01,1.279653
1097,2021-01-02,1.252461
1098,2021-01-03,1.257821
1099,2021-01-04,1.215651
1100,2021-01-05,1.233566
1101,2021-01-06,1.333105
1102,2021-01-07,1.347292
