,Fecha,Hidráulica,Hidroeólica,Eólica,Solar fotovoltaica,Solar térmica,Otras renovables,Residuos renovables
138,18/05/2020,90.72605499999999,0.07083,102.339908,65.258962,26.498669000000003,13.041052,1.089873
139,19/05/2020,79.951037,0.086502,105.471648,65.14195,28.30779,13.948293,1.175115
140,20/05/2020,80.184821,0.12884700000000002,53.044085,65.164911,27.744312,13.836013999999999,1.161327
141,21/05/2020,91.183296,0.13147499999999998,52.270411,62.665596,28.17925,13.65632,1.042324
142,22/05/2020,102.47735899999999,0.127744,52.115389,63.224407,28.262379,13.934243,0.9451335000000001
143,23/05/2020,67.321969,0.084768,156.428713,60.766492,27.768475,13.632227,1.02196
144,24/05/2020,64.920638,0.048719,164.245851,59.077864999999996,27.241062999999997,12.518606,1.232968
145,25/05/2020,71.125818,0.033469,156.355239,48.820782,23.213469,13.384703,1.1319415
146,26/05/2020,62.89119,0.021609000000000003,205.516739,59.052321000000006,22.778377,13.938037,0.931782
147,27/05/2020,68.696804,0.022918,172.557804,62.788408000000004,24.039272,14.068852999999999,1.2341825
148,28/05/2020,79.98509200000001,0.015404,119.241901,63.687416,24.612061,14.089248,1.2397965
149,29/05/2020,99.31181600000001,0.008694,73.825349,65.171776,26.245390999999998,12.060167,1.238964
150,30/05/2020,77.83944,0.023567,98.129232,61.568625,24.315815999999998,10.989808,1.263212
151,31/05/2020,71.856485,0.018349,92.636678,45.090224,8.477189000000001,10.822659,1.1456205
152,01/06/2020,104.34758599999999,0.001877,46.94793,54.494879,12.065698000000001,9.958895,1.089749
153,02/06/2020,110.182691,-0.001016,42.483484,53.120278,14.626286,10.003172000000001,1.3197255
154,03/06/2020,90.673531,-0.000839,86.534613,56.896546,20.980335,11.382073,1.3463135
155,04/06/2020,84.25501399999999,-0.000374,202.420754,40.058828999999996,7.900226,12.390446,1.6625195000000001
156,05/06/2020,84.647684,0.015893,111.209698,65.650999,21.379219000000003,12.705187,1.6948275000000002
157,06/06/2020,66.94717200000001,0.000884,92.723539,61.849841999999995,25.590893,12.714189000000001,1.662382
158,07/06/2020,61.66759,0.012662000000000001,193.729823,49.649536999999995,16.489493,12.897778,1.5836225
159,08/06/2020,63.522949999999994,0.034097999999999996,176.72667,55.29937,22.43845,12.901819,1.6241445
160,09/06/2020,73.474734,0.057622,138.168891,60.481736,25.233168000000003,12.567656999999999,1.3650909999999998
161,10/06/2020,77.728275,0.045541,87.730212,60.298761,23.866912,13.441921,1.1718810000000002
162,11/06/2020,61.803296,0.036594,209.19226,55.260239,19.305568,13.138283,1.2211655000000001
163,12/06/2020,68.455699,0.021768,255.372536,51.154883999999996,10.537398,13.405403,1.3803985
164,13/06/2020,63.364306,0.003581,169.81074299999997,62.206218,19.542376,14.201049000000001,1.6081645
165,14/06/2020,59.629314,0.005202,81.071565,63.865286999999995,26.710695,13.287677,1.5989324999999999
166,15/06/2020,72.44984600000001,0.016218,83.71039200000001,64.715946,29.270925,12.750176,1.5210995
167,16/06/2020,74.560412,0.011888999999999999,114.225379,54.40309,23.221274,13.371103,1.5573979999999998
168,17/06/2020,82.445566,0.006452,65.007894,63.016837,27.047541000000002,13.402415000000001,1.5535535
169,18/06/2020,75.68849800000001,0.030934,49.161566,64.00495,30.181978,13.569788,1.5733965
170,19/06/2020,73.502581,0.035342,62.153403,63.662789,29.548096,13.656357,1.5080445
171,20/06/2020,56.689605,0.034908999999999996,63.65518,67.502179,30.582212,13.129757999999999,1.5612190000000001
172,21/06/2020,51.264222000000004,0.03601,99.134236,68.106316,30.873258999999997,12.62416,1.494089
173,22/06/2020,70.023171,0.037543999999999994,134.034201,67.565892,30.626087,11.59934,1.361643
174,23/06/2020,87.63235499999999,0.036810999999999997,107.37942299999999,64.44876000000001,26.859632,10.980718999999999,1.2183105
175,24/06/2020,73.74471799999999,0.034502000000000005,94.573799,50.681049,22.156133999999998,11.018946,1.444799
176,25/06/2020,84.39116499999999,0.040823,89.20808,61.26085,25.420128000000002,11.334069,1.4142315
177,26/06/2020,84.370303,0.040619,120.228069,59.374311999999996,23.161409,13.373068,1.432264
178,27/06/2020,69.425274,0.036493000000000005,98.675727,65.69821300000001,27.063255,14.606723,1.224453
179,28/06/2020,65.40991,0.034872999999999994,70.17626200000001,65.3821,30.279940999999997,13.988762000000001,1.053414
180,29/06/2020,80.600645,0.036654000000000006,98.62649400000001,65.402897,30.194167,13.376831,1.0596690000000002
181,30/06/2020,93.524645,0.039062,99.904204,62.183707999999996,28.494093,12.230229999999999,1.0070535
182,01/07/2020,89.48649499999999,0.055102,95.440019,66.24203,28.612080000000002,13.377259,1.2979215
183,02/07/2020,74.49601799999999,0.13644,127.561809,66.087052,30.853055,13.42015,1.32878
184,03/07/2020,51.459579,0.13153299999999998,140.908031,65.260276,31.305731,13.094641,1.1646965
185,04/07/2020,45.789129,0.120681,106.02391300000001,66.809271,31.829365000000003,12.462092,1.0039465
186,05/07/2020,45.433138,0.120509,120.667839,66.364748,30.903295999999997,11.63286,1.3064615
187,06/07/2020,55.162235,0.133723,207.13444,64.577996,30.376495,11.092398999999999,1.376626
188,07/07/2020,62.477379,0.111814,131.94201800000002,63.589974000000005,25.264813999999998,11.656606,1.4153015
189,08/07/2020,62.36301,0.110322,157.183919,50.63487,15.212369,11.985332,1.3531685
