,Fecha,Hidráulica,Eólica,Otras renovables,Residuos renovables,Solar
221,2020-08-09,47.474371,85.320164,12.327492,2.6523285,76.829498
222,2020-08-10,64.13127300000001,119.702479,12.547569,2.645009,60.24875
223,2020-08-11,64.270443,151.937288,12.653217,2.5817695,48.35417
224,2020-08-12,63.471445,105.682641,12.176638,2.4488575,73.377576
225,2020-08-13,73.559364,41.073767,12.41079,2.5993085,88.786055
226,2020-08-14,66.750064,68.40190700000001,12.624055,2.614909,89.106028
227,2020-08-15,34.340523999999995,126.304352,12.762327,2.604447,93.73012800000001
228,2020-08-16,31.284106,139.414557,12.470999,2.408984,95.289745
229,2020-08-17,63.008555,117.350501,12.209938,2.2430525,88.82181700000001
230,2020-08-18,68.065882,91.126295,12.946444,2.2033375,75.005206
231,2020-08-19,59.489202,174.242563,12.364811,2.240051,90.70092700000001
232,2020-08-20,58.537132,178.510516,12.656325,2.4365655,84.481192
233,2020-08-21,68.27067600000001,120.202415,12.189243,2.527473,81.9128
234,2020-08-22,57.50346,81.975991,12.941466,2.544586,90.59606099999999
235,2020-08-23,43.308217,116.783245,12.223433000000002,2.523084,89.169185
236,2020-08-24,70.30099899999999,107.499665,11.777361999999998,2.389914,86.868757
237,2020-08-25,77.880082,76.99716599999999,12.019099,2.2821565,88.063283
238,2020-08-26,85.15135400000001,53.888599,12.514342,2.3517285,87.774391
239,2020-08-27,95.261383,69.474612,11.808235,2.2448305,84.328963
240,2020-08-28,63.527481,173.81160999999997,10.813398,2.5092585,76.784733
241,2020-08-29,38.796642,236.689293,10.590747,2.4894925,81.80286100000001
242,2020-08-30,38.84585,162.31007,10.673072,2.565204,82.782137
243,2020-08-31,53.785629,96.852497,10.11852,2.57456,87.163296
244,2020-09-01,62.779233,60.551438000000005,10.350134,2.5723355000000003,51.678157
245,2020-09-02,59.26766000000001,124.055995,10.57987,2.5745675,81.367889
246,2020-09-03,63.733187,75.01258,10.773195,2.561294,86.491435
247,2020-09-04,58.355728000000006,97.207439,13.02166,2.544354,86.60858400000001
248,2020-09-05,45.583552000000005,173.567998,12.683676,2.534719,85.752955
249,2020-09-06,35.307396999999995,259.530069,11.982267,2.6284825,81.876495
250,2020-09-07,42.046528,257.774166,12.664604,2.6543895,76.68840399999999
251,2020-09-08,49.600894,171.98962899999998,12.793509,2.69675,77.530473
252,2020-09-09,65.52686800000001,83.72966199999999,12.509477,2.809454,76.700518
253,2020-09-10,60.177435,102.800417,12.534392,2.918444,79.539986
254,2020-09-11,60.773579,87.417849,12.842736,2.759392,69.797642
255,2020-09-12,42.884798,96.819953,13.463037,2.623005,68.08909200000001
256,2020-09-13,40.817289,133.400389,14.649066,2.375945,55.37796900000001
257,2020-09-14,65.825854,146.377175,14.747173,2.367848,51.043804
258,2020-09-15,78.854783,67.305637,15.005127,2.3514385,65.389099
259,2020-09-16,86.57517200000001,51.971134,15.043706,2.364128,47.95026300000001
260,2020-09-17,60.834826,132.957065,15.289019,2.277898,27.510333
261,2020-09-18,54.747268,179.486044,14.960154,2.2938145,26.052768999999998
